Cell_ID,I,J,X,Y
1700,117,37,381354.84,4118735
1701,118,37,382495,4118997.5
1702,119,37,383600.09,4119179.5
1703,120,37,384679.09,4119299.75
1704,121,37,385738.03,4119365
1705,122,37,386782.25,4119385
1706,123,37,387814.81,4119365
1707,124,37,388837.53,4119312.25
1708,125,37,389851.28,4119232.25
1709,126,37,390855.56,4119127.25
1710,127,37,391849.53,4119002
1711,128,37,392831.72,4118862.5
1712,129,37,393799.62,4118715
1713,130,37,394750.38,4118572.5
1714,131,37,395680.81,4118457.25
1715,132,37,396588.81,4118392
1716,133,37,397475.88,4118394.5
1717,134,37,398346.69,4118482
1718,135,37,399209.16,4118662
1719,136,37,400073.47,4118930
1720,137,37,400949.91,4119287.25
1721,138,37,401848.09,4119734.75
1722,139,37,402775.56,4120265
1723,140,37,403738.56,4120879.25
1724,141,37,404741.28,4121589.75
1725,142,37,405788.09,4122392.25
1726,143,37,406882.53,4123292.25
1727,144,37,408027.31,4124292.5
1728,145,37,409223.53,4125387.25
1729,146,37,410471.75,4126570
1730,114,38,377872.88,4119307.25
1731,115,38,378828.88,4119629.5
1732,116,38,379906.19,4120037.5
1733,117,38,381104.91,4120385.25
1734,118,38,382255.09,4120630
1735,119,38,383369.56,4120794.5
1736,120,38,384458,4120894.75
1737,121,38,385526.97,4120942
1738,122,38,386581.75,4120945
1739,123,38,387625.19,4120907.25
1740,124,38,388658.81,4120837.5
1741,125,38,389683.56,4120737.25
1742,126,38,390699.28,4120614.75
1743,127,38,391704.41,4120472
1744,128,38,392697.88,4120312.25
1745,129,38,393677.69,4120147.25
1746,130,38,394640.62,4119990
1747,131,38,395584.09,4119859.75
1748,132,38,396506.56,4119777.25
1749,133,38,397409.84,4119767.25
1750,134,38,398298.38,4119844.75
1751,135,38,399180.41,4120014.5
1752,136,38,400066.09,4120277.5
1753,137,38,400965.69,4120629.75
1754,138,38,401888.41,4121075
1755,139,38,402841.31,4121602.25
1756,140,38,403830.03,4122215
1757,141,38,404859.25,4122922.25
1758,142,38,405932.75,4123719.75
1759,143,38,407053.12,4124612.25
1760,144,38,408222.09,4125602
1761,145,38,409441.03,4126684.5
1762,114,39,377731.09,4120527.75
1763,115,39,378671.56,4120867.25
1764,116,39,379742.47,4121283.75
1765,117,39,380947.72,4121617.25
1766,118,39,382103.53,4121848.25
1767,119,39,383223.38,4122000
1768,120,39,384317.31,4122085.75
1769,121,39,385392.41,4122122
1770,122,39,386453.59,4122112.25
1771,123,39,387503.91,4122063.25
1772,124,39,388544.53,4121980.75
1773,125,39,389576.47,4121867.5
1774,126,39,390599.53,4121732.25
1775,127,39,391612.41,4121577.25
1776,128,39,392613.75,4121402.25
1777,129,39,393601.72,4121222
1778,130,39,394573.47,4121053.75
1779,131,39,395526.47,4120910
1780,132,39,396459.88,4120816
1781,133,39,397375.28,4120797
1782,134,39,398277.25,4120863.75
1783,135,39,399174.16,4121026
1784,136,39,400075.97,4121283.75
1785,137,39,400992.69,4121632.25
1786,138,39,401933.62,4122075.75
1787,139,39,402905.28,4122599.75
1788,140,39,403913.25,4123210
1789,141,39,404961.81,4123913.25
1790,142,39,406054.16,4124707.25
1791,143,39,407192.31,4125595.75
1792,144,39,408377.91,4126578.25
1793,145,39,409611.62,4127651
1794,146,39,410892,4128802.5
1795,147,39,412215.75,4130012.25
1796,54,40,306317.53,4172949
1797,55,40,309692.47,4171696.75
1798,56,40,312529.94,4170841.5
1799,57,40,313558.62,4168436.75
1800,58,40,314313.62,4165755.5
1801,59,40,316629.88,4164330.25
1802,60,40,318806.09,4163100.5
1803,61,40,320647.31,4161335.75
1804,62,40,322538.5,4159718
1805,63,40,323831,4160178.25
1806,64,40,325527.28,4161117
1807,65,40,326629.75,4159157.75
1808,66,40,327244.69,4156763
1809,67,40,329290.94,4157914.25
1810,68,40,331614.69,4158648
1811,69,40,333243.38,4159020.5
1812,70,40,335102.22,4160145.25
1813,71,40,335520.97,4157710.5
1814,72,40,335398.47,4155135.75
1815,73,40,337799.69,4156032
1816,74,40,340037.16,4155743
1817,75,40,340868.31,4152746.25
1818,76,40,342348.28,4150774.5
1819,77,40,344070.81,4149589.5
1820,78,40,344753.28,4148054
1821,79,40,345360.75,4146341.75
1822,80,40,346245.72,4144844.5
1823,81,40,347430.69,4143734.5
1824,82,40,348473.16,4142747.25
1825,83,40,349383.12,4141715
1826,84,40,350350.72,4140494.5
1827,85,40,351153.28,4139177
1828,86,40,351845.69,4137931.5
1829,87,40,352615.72,4136856.75
1830,88,40,353275.75,4135754.5
1831,89,40,353905.69,4134542
1832,90,40,354670.69,4133519.25
1833,91,40,355420.62,4132382
1834,92,40,356100.62,4131172.5
1835,93,40,356855.69,4130069.75
1836,94,40,357715.62,4129112.25
1837,95,40,358648.12,4128287
1838,96,40,359653.25,4127362.25
1839,97,40,360648.19,4126527
1840,98,40,361750.62,4125944.75
1841,99,40,362818.12,4125254.5
1842,100,40,363750.59,4124305
1843,101,40,364583.03,4123362.25
1844,102,40,365480.47,4122699.75
1845,103,40,366430.56,4122089.5
1846,104,40,367245.47,4121387
1847,105,40,368135.53,4120860.25
1848,106,40,369165.53,4120421.75
1849,107,40,370292.97,4120242.25
1850,108,40,371460.53,4120369.5
1851,109,40,372600.44,4120512
1852,110,40,373657.88,4120682.5
1853,111,40,374645.44,4120737.25
1854,112,40,375667.97,4120824.75
1855,113,40,376686.91,4121145.5
1856,114,40,377653.56,4121462.5
1857,115,40,378581.09,4121752.75
1858,116,40,379652.41,4122111
1859,117,40,380861.16,4122432
1860,118,40,382019.75,4122655.75
1861,119,40,383142.38,4122799.75
1862,120,40,384239.31,4122878.5
1863,121,40,385317.72,4122907.25
1864,122,40,386382.38,4122887.25
1865,123,40,387436.53,4122830.75
1866,124,40,388481.09,4122743
1867,125,40,389517,4122622
1868,126,40,390544.38,4122477
1869,127,40,391561.88,4122312
1870,128,40,392568.03,4122127.25
1871,129,40,393560.72,4121937.25
1872,130,40,394537.97,4121761
1873,131,40,395497.31,4121609.5
1874,132,40,396437.44,4121507.75
1875,133,40,397360.47,4121482
1876,134,40,398271.47,4121541
1877,135,40,399178.12,4121698.25
1878,136,40,400090.72,4121950.75
1879,137,40,401019,4122297.5
1880,138,40,401971.69,4122738.5
1881,139,40,402955.88,4123259.5
1882,140,40,403976.44,4123869.75
1883,141,40,405037.31,4124570.5
1884,142,40,406141.41,4125362
1885,143,40,407290.81,4126248
1886,144,40,408486.69,4127226
1887,145,40,409728.91,4128293.5
1888,146,40,411015.97,4129437
1889,147,40,412344.25,4130637
1890,75,41,341425.88,4153059.25
1891,76,41,342933.38,4151107.25
1892,77,41,344545.84,4149904.25
1893,78,41,345405.81,4148476.75
1894,79,41,346050.75,4146764.75
1895,80,41,346829.47,4145195.5
1896,81,41,347984.41,4144039.25
1897,82,41,349016.91,4143060.5
1898,83,41,349863.16,4142036.75
1899,84,41,350839.25,4140838.5
1900,85,41,351711.44,4139604.75
1901,86,41,352455.91,4138430.75
1902,87,41,353195.69,4137298.25
1903,88,41,353880.62,4136198.5
1904,89,41,354593.25,4135074.5
1905,90,41,355350.84,4134029.5
1906,91,41,356102.69,4132962.25
1907,92,41,356845.81,4131834.5
1908,93,41,357621.25,4130779.75
1909,94,41,358447.56,4129819.75
1910,95,41,359300.38,4128932.25
1911,96,41,360226,4128053.5
1912,97,41,361204.75,4127252.5
1913,98,41,362218,4126568.25
1914,99,41,363198.19,4125851
1915,100,41,364086.91,4125002.25
1916,101,41,364856.75,4124106
1917,102,41,365610.28,4123224.75
1918,103,41,366475.53,4122429.75
1919,104,41,367370.47,4121899.5
1920,105,41,368368,4121552
1921,106,41,369415.53,4121319.75
1922,107,41,370477.97,4121283.25
1923,108,41,371590.72,4121362
1924,109,41,372657.88,4121473.25
1925,110,41,373670.19,4121624.75
1926,111,41,374674.38,4121740.75
1927,112,41,375687.84,4121846.75
1928,113,41,376663.84,4122078.75
1929,114,41,377599.91,4122349.75
1930,115,41,378512.59,4122611.25
1931,116,41,379580.97,4122934.75
1932,117,41,380792.56,4123245.75
1933,118,41,381953.47,4123461
1934,119,41,383078.38,4123596.25
1935,120,41,384177.69,4123667.25
1936,121,41,385258.75,4123688.25
1937,122,41,386326.44,4123660.75
1938,123,41,387383.81,4123597
1939,124,41,388431.97,4123502
1940,125,41,389471.53,4123373.5
1941,126,41,390502.53,4123219.75
1942,127,41,391524.03,4123044.75
1943,128,41,392534.28,4122850.5
1944,129,41,393531.19,4122652.25
1945,130,41,394513.25,4122467
1946,131,41,395478.09,4122308.25
1947,132,41,396424.56,4122200
1948,133,41,397354.88,4122165
1949,134,41,398274.41,4122215.75
1950,135,41,399190.69,4122368.25
1951,136,41,400113.84,4122617.25
1952,137,41,401053.44,4122960
1953,138,41,402017.75,4123397.5
1954,139,41,403014.03,4123917
1955,140,41,404046.72,4124525.75
1956,141,41,405119.16,4125224.75
1957,142,41,406234.31,4126013
1958,143,41,407393.88,4126897.25
1959,144,41,408598.91,4127870.5
1960,75,42,341838.38,4153264.25
1961,76,42,343343.28,4151364.25
1962,77,42,344875.75,4150116.75
1963,78,42,345818.28,4148671.75
1964,79,42,346518.38,4146997
1965,80,42,347307,4145448.25
1966,81,42,348409.47,4144252.25
1967,82,42,349404.47,4143270.75
1968,83,42,350258.16,4142251.75
1969,84,42,351254.03,4141093.75
1970,85,42,352179.44,4139939.75
1971,86,42,352947.97,4138838.5
1972,87,42,353693.59,4137728.25
1973,88,42,354419.09,4136623.25
1974,89,42,355159.72,4135547
1975,90,42,355926.59,4134497
1976,91,42,356686,4133452.25
1977,92,42,357436.03,4132407.25
1978,93,42,358188.75,4131377.25
1979,94,42,358969.41,4130389.75
1980,95,42,359811.12,4129469.5
1981,96,42,360707.72,4128618.5
1982,97,42,361640.91,4127830
1983,98,42,362592.72,4127093.5
1984,99,42,363521.44,4126355.5
1985,100,42,364379.41,4125567.25
1986,101,42,365118.84,4124693.75
1987,102,42,365776.28,4123629.5
1988,103,42,366555.44,4122707.25
1989,104,42,367488,4122329.5
1990,105,42,368565.53,4122187.25
1991,106,42,369625.19,4122097
1992,107,42,370622.25,4122121
1993,108,42,371680.25,4122197
1994,109,42,372708.41,4122331
1995,110,42,373715.75,4122494.5
1996,111,42,374707.44,4122656.25
1997,112,42,375683.56,4122812.25
1998,113,42,376641.28,4122978.5
1999,114,42,377570.16,4123189.5
2000,115,42,378466.12,4123443.75
2001,116,42,379528.28,4123755
2002,117,42,380742.03,4124058.5
2003,118,42,381904.72,4124263.25
2004,119,42,383031.38,4124388.5
2005,120,42,384132.53,4124452.5
2006,121,42,385215.53,4124466
2007,122,42,386285.69,4124433.25
2008,123,42,387345.75,4124362.5
2009,124,42,388397.16,4124257
2010,125,42,389440.03,4124120.75
2011,126,42,390474.03,4123960
2012,127,42,391498.81,4123774.75
2013,128,42,392512.53,4123573.5
2014,129,42,393513.12,4123367.75
2015,130,42,394499.16,4123172.25
2016,131,42,395468.75,4123005.75
2017,132,42,396421.28,4122890
2018,133,42,397358.41,4122845
2019,134,42,398285.88,4122888.75
2020,135,42,399211.72,4123036.25
2021,136,42,400145.09,4123282.25
2022,137,42,401095.91,4123619.75
2023,138,42,402072,4124052.5
2024,139,42,403079.75,4124572.25
2025,140,42,404123.91,4125178.25
2026,141,42,405207.44,4125875
2027,142,42,406332.81,4126660.5
2028,143,42,407501.59,4127542.5
2029,144,42,408714.69,4128513.25
2030,75,43,342188.31,4153461.75
2031,76,43,343638.28,4151604.5
2032,77,43,345153.19,4150301.5
2033,78,43,346203.28,4148859.25
2034,79,43,346885.84,4147221.75
2035,80,43,347620.81,4145637
2036,81,43,348734.53,4144439.25
2037,82,43,349742.03,4143475.75
2038,83,43,350595.72,4142433.25
2039,84,43,351626.97,4141305
2040,85,43,352563.12,4140207.25
2041,86,43,353324.75,4139119.75
2042,87,43,354070.44,4138027.25
2043,88,43,354822.75,4136960
2044,89,43,355594.12,4135924.5
2045,90,43,356380.19,4134908.25
2046,91,43,357153.72,4133893.5
2047,92,43,357901.62,4132868.5
2048,93,43,358633.59,4131844.5
2049,94,43,359383.62,4130854.75
2050,95,43,360187.84,4129924.5
2051,96,43,361048.44,4129059.5
2052,97,43,361946.31,4128252.25
2053,98,43,362862.91,4127493.5
2054,99,43,363774.81,4126756.25
2055,100,43,364638.47,4125992
2056,101,43,365368.09,4125128
2057,102,43,365937.91,4123962.25
2058,103,43,366620.53,4122949.75
2059,104,43,367581.62,4122722.5
2060,105,43,368711.56,4122739.75
2061,106,43,369770.16,4122669.75
2062,107,43,370751.38,4122731.25
2063,108,43,371784.81,4122859.5
2064,109,43,372787.69,4123047
2065,110,43,373777.03,4123296
2066,111,43,374761,4123497
2067,112,43,375712.53,4123634.5
2068,113,43,376646.69,4123786.25
2069,114,43,377559.72,4124011.25
2070,115,43,378439.88,4124273.5
2071,116,43,379498.12,4124570
2072,117,43,380713.88,4124864.75
2073,118,43,381877.91,4125060.75
2074,119,43,383005.84,4125177.25
2075,120,43,384108.47,4125233.5
2076,121,43,385193.16,4125240
2077,122,43,386265.38,4125200.75
2078,123,43,387327.75,4125122.5
2079,124,43,388381.69,4125008.75
2080,125,43,389427.25,4124864.75
2081,126,43,390463.81,4124696
2082,127,43,391491.28,4124503.25
2083,128,43,392507.81,4124294.75
2084,129,43,393511.56,4124081
2085,130,43,394500.97,4123877.5
2086,131,43,395474.53,4123701
2087,132,43,396432.16,4123575.75
2088,133,43,397375.47,4123523.5
2089,134,43,398310.47,4123561
2090,135,43,399245,4123702
2091,136,43,400187.97,4123945
2092,137,43,401149.28,4124279.75
2093,138,43,402136.38,4124708.5
2094,139,43,403154.84,4125226
2095,140,43,404209.56,4125829.75
2096,141,43,405303.12,4126523.25
2097,142,43,406437.56,4127307.5
2098,143,43,407614.41,4128186
2099,144,43,408834.03,4129154.5
2100,60,44,316698.59,4181854
2101,61,44,318098.62,4179371.5
2102,62,44,320321.09,4177686.5
2103,63,44,323233.53,4175954.25
2104,64,44,326038.53,4173909
2105,65,44,328986.03,4173023.75
2106,66,44,331308.5,4171179.25
2107,67,44,333245.97,4169107
2108,68,44,335030.94,4166979.5
2109,69,44,336860.97,4164449
2110,70,44,338700.91,4162891.5
2111,71,44,340173.31,4161826.5
2112,72,44,341418.28,4160561.5
2113,73,44,342150.75,4158049
2114,74,44,342518.38,4155889.25
2115,75,44,342608.38,4153704.25
2116,76,44,343953.31,4151947
2117,77,44,345513.28,4150574.5
2118,78,44,346660.75,4149087
2119,79,44,347270.81,4147419
2120,80,44,347933.28,4145831.75
2121,81,44,349049.56,4144654
2122,82,44,350029.53,4143675.75
2123,83,44,350875.75,4142581
2124,84,44,351990.53,4141504.75
2125,85,44,352955.84,4140482
2126,86,44,353704.72,4139399.25
2127,87,44,354448,4138322
2128,88,44,355223.03,4137289.25
2129,89,44,356025.12,4136294.5
2130,90,44,356836.19,4135315.5
2131,91,44,357626.72,4134331
2132,92,44,358372.62,4133325.75
2133,93,44,359079.59,4132304.75
2134,94,44,359792.59,4131305
2135,95,44,360559.31,4130364.5
2136,96,44,361387.25,4129489.5
2137,97,44,362252.84,4128667.25
2138,98,44,363138.69,4127891.25
2139,99,44,364040.28,4127158.75
2140,100,44,364924.16,4126427.25
2141,101,44,365655.03,4125576
2142,102,44,366136.09,4124307.25
2143,103,44,366700.53,4123237
2144,104,44,367654.16,4123182.5
2145,105,44,368784.12,4123297
2146,106,44,369830.53,4123192
2147,107,44,370853.72,4123306
2148,108,44,371895.53,4123509.5
2149,109,44,372870.12,4123771.75
2150,110,44,373810.81,4124140.75
2151,111,44,374777.47,4124379.75
2152,112,44,375738.44,4124459.5
2153,113,44,376669.16,4124568.75
2154,114,44,377568.56,4124813.5
2155,115,44,378433.91,4125101
2156,116,44,379490.72,4125379.75
2157,117,44,380707.88,4125665
2158,118,44,381872.84,4125853
2159,119,44,383001.81,4125962.25
2160,120,44,384105.72,4126011
2161,121,44,385191.97,4126009.5
2162,122,44,386265.69,4125963.5
2163,123,44,387329.88,4125877
2164,124,44,388385.44,4125756.25
2165,125,44,389432.91,4125604.75
2166,126,44,390472.16,4125428.25
2167,127,44,391501.56,4125231
2168,128,44,392520.09,4125014.75
2169,129,44,393526.38,4124793.5
2170,130,44,394518.44,4124582
2171,131,44,395495.38,4124393.25
2172,132,44,396457.16,4124258.5
2173,133,44,397406.28,4124201.25
2174,134,44,398348.25,4124233.5
2175,135,44,399290.72,4124367
2176,136,44,400242.72,4124604.75
2177,137,44,401213.81,4124939.75
2178,138,44,402210.84,4125366
2179,139,44,403239.31,4125878.5
2180,140,44,404303.59,4126479.75
2181,141,44,405406.16,4127170.5
2182,142,44,406548.59,4127952
2183,143,44,407732.25,4128828.75
2184,144,44,408957.03,4129794.5
2185,115,45,378355.91,4126257.25
2186,116,45,379531.91,4126584.75
2187,117,45,380750.88,4126854.5
2188,118,45,381917.09,4127032.25
2189,119,45,383046.81,4127132.25
2190,120,45,384151.81,4127169.25
2191,121,45,385239.56,4127157
2192,122,45,386314.84,4127099.75
2193,123,45,387380.59,4127002
2194,124,45,388438,4126869.5
2195,125,45,389487.75,4126707.25
2196,126,45,390529.31,4126519.75
2197,127,45,391561,4126312
2198,128,45,392581.59,4126087
2199,129,45,393590.16,4125852.25
2200,130,45,394584.91,4125627.25
2201,131,45,395565.19,4125427.25
2202,132,45,396531.75,4125282.25
2203,133,45,397487.38,4125217.25
2204,134,45,398437.81,4125242.5
2205,135,45,399390.59,4125367.25
2206,136,45,400354.38,4125595
2207,137,45,401337.59,4125924.75
2208,138,45,402347,4126347.25
2209,139,45,403388,4126857
2210,140,45,404463.75,4127457.25
2211,141,45,405576.53,4128144.75
2212,142,45,406727.81,4128922.5
2213,143,45,407918.31,4129794.5
2214,144,45,409147.75,4130754.5
2215,115,46,378380.91,4127797
2216,116,46,379678.38,4128174.5
2217,117,46,380898.81,4128429.75
2218,118,46,382065.84,4128589.75
2219,119,46,383196.09,4128677
2220,120,46,384301.56,4128702
2221,121,46,385389.81,4128674.5
2222,122,46,386465.84,4128602.5
2223,123,46,387532.31,4128490
2224,124,46,388590.72,4128342
2225,125,46,389641.62,4128164.5
2226,126,46,390684.19,4127962.25
2227,127,46,391716.97,4127737.25
2228,128,46,392738.62,4127497.5
2229,129,46,393748.16,4127247.25
2230,130,46,394744.16,4127007.25
2231,131,46,395726.47,4126796.75
2232,132,46,396696.44,4126639.75
2233,133,46,397657.81,4126562
2234,134,46,398616.31,4126577
2235,135,46,399579.12,4126694.5
2236,136,46,400554.62,4126915
2237,137,46,401549.88,4127237
2238,138,46,402571.38,4127654.75
2239,139,46,403623.81,4128162.25
2240,140,46,404709.31,4128759.75
2241,141,46,405829.72,4129444.75
2242,142,46,406986.69,4130219.5
2243,143,46,408180.75,4131087
2244,144,46,409410.72,4132039.75
2245,145,46,410674.53,4133069.5
2246,114,47,377227.16,4128875
2247,115,47,378636.88,4129387
2248,116,47,379936.84,4129747.25
2249,117,47,381158.31,4129987.25
2250,118,47,382325.31,4130132.5
2251,119,47,383455.31,4130205
2252,120,47,384560.09,4130214.5
2253,121,47,385647.28,4130172.25
2254,123,47,387787.72,4129957
2255,124,47,388845,4129794.5
2256,125,47,389894.47,4129602
2257,126,47,390935.75,4129385
2258,127,47,391967.19,4129142
2259,128,47,392987.44,4128884.75
2260,129,47,393995.75,4128624.75
2261,130,47,394990.72,4128374.75
2262,131,47,395972.44,4128152.25
2263,132,47,396943.16,4127985
2264,133,47,397906.59,4127897.25
2265,134,47,398868.88,4127904.75
2266,135,47,399836.56,4128017.25
2267,136,47,400817.88,4128234.5
2268,137,47,401819.41,4128554.5
2269,138,47,402846.12,4128967.25
2270,139,47,403902.41,4129469.5
2271,140,47,404989.84,4130064.75
2272,141,47,406110.53,4130749.75
2273,142,47,407265.97,4131522
2274,143,47,408455.97,4132382
2275,144,47,409679.19,4133327.75
2276,145,47,410933.69,4134347.25
2277,146,47,412216.03,4135427.25
2278,114,48,377533.41,4130314.5
2279,115,48,378946.53,4130797
2280,116,48,380239.56,4131154.5
2281,117,48,381493.12,4131417
2282,118,48,382686.59,4131552
2283,119,48,383822.81,4131662
2284,120,48,384921.28,4131709.75
2285,123,48,388138.97,4131404.5
2286,124,48,389192.84,4131224.75
2287,125,48,390238.53,4131017.25
2288,126,48,391275.97,4130784.75
2289,127,48,392303.97,4130527.25
2290,128,48,393320.69,4130257
2291,129,48,394325.72,4129984.25
2292,130,48,395317.72,4129722
2293,131,48,396297,4129489.5
2294,132,48,397265.97,4129317
2295,133,48,398228.12,4129224.75
2296,134,48,399189.88,4129229.75
2297,135,48,400157.38,4129339.25
2298,136,48,401137.81,4129554.5
2299,137,48,402138.31,4129872.25
2300,138,48,403162.84,4130282.25
2301,139,48,404214.91,4130784.75
2302,140,48,405296.88,4131379.75
2303,141,48,406410.53,4132061.75
2304,142,48,407557,4132829.5
2305,143,48,408735.72,4133682.25
2306,144,48,409945.91,4134617
2307,145,48,411185.69,4135627.25
2308,146,48,412450.69,4136694.5
2309,111,49,371535.53,4130772.5
2310,112,49,374227.16,4130737.25
2311,113,49,376257.16,4131234.5
2312,114,49,377850.41,4131730
2313,115,49,379330.38,4132157
2314,116,49,380730.38,4132570
2315,117,49,382065.41,4132897
2316,118,49,383202.84,4133012.25
2317,122,49,387513.56,4132995
2318,123,49,388568.56,4132834.5
2319,124,49,389615.75,4132637
2320,125,49,390655.41,4132414.5
2321,126,49,391686.62,4132167
2322,127,49,392708.62,4131894.5
2323,128,49,393720.25,4131612.25
2324,129,49,394720.25,4131327
2325,130,49,395707.72,4131051.75
2326,131,49,396682.72,4130814.5
2327,132,49,397647.41,4130637
2328,133,49,398605.81,4130539.5
2329,134,49,399563,4130544.75
2330,135,49,400525.12,4130657
2331,136,49,401499.12,4130874.5
2332,137,49,402491.56,4131192
2333,138,49,403506.53,4131604.75
2334,139,49,404547.59,4132109.5
2335,140,49,405617.28,4132702
2336,141,49,406717,4133379.5
2337,142,49,407847.75,4134142
2338,143,49,409009.72,4134989.5
2339,144,49,410202.16,4135915
2340,145,49,411422.47,4136909.75
2341,146,49,412666.69,4137964.5
2342,147,49,413931.44,4139064.25
2343,113,50,376527.88,4133017.25
2344,114,50,378225.41,4133377.25
2345,115,50,379922.88,4133772.25
2346,116,50,381487.88,4134167.25
2347,120,50,385876.75,4134667.25
2348,121,50,386947,4134569.5
2349,122,50,388003.47,4134429.75
2350,123,50,389049.56,4134249.5
2351,124,50,390087.19,4134037
2352,125,50,391117.72,4133797
2353,126,50,392140.75,4133531.75
2354,127,50,393154.97,4133246.75
2355,128,50,394159.47,4132949.5
2356,129,50,395153.16,4132652.25
2357,130,50,396134.88,4132369.5
2358,131,50,397104.38,4132127.25
2359,132,50,398063.38,4131944.75
2360,133,50,399015.31,4131847
2361,134,50,399964.62,4131854.5
2362,135,50,400917.12,4131969.25
2363,136,50,401879.84,4132192
2364,137,50,402858.84,4132514.5
2365,138,50,403858.59,4132929.5
2366,139,50,404882.81,4133434.25
2367,140,50,405934.31,4134027.5
2368,141,50,407014.81,4134702.5
2369,142,50,408125.47,4135459.75
2370,143,50,409267,4136299.5
2371,144,50,410437.97,4137211.75
2372,145,50,411635.88,4138192
2373,146,50,412858.41,4139234.5
2374,147,50,414101.75,4140319.25
2375,148,50,415363.53,4141426.5
2376,149,50,416643.69,4142544.25
2377,110,51,369458.03,4139259.5
2378,111,51,372905.47,4136327
2379,112,51,375410.47,4135207
2380,113,51,377155.44,4134977
2381,114,51,378835.38,4135304.75
2382,115,51,380615.31,4135814.75
2383,123,51,389548.03,4135654.5
2384,124,51,390574.25,4135424.75
2385,125,51,391593.53,4135167.25
2386,126,51,392606.47,4134884.75
2387,127,51,393611.62,4134587
2388,128,51,394607.91,4134276.75
2389,129,51,395594.41,4133966.75
2390,130,51,396569.41,4133677
2391,131,51,397532.44,4133427
2392,132,51,398484.88,4133242
2393,133,51,399428.56,4133149.5
2394,134,51,400367.59,4133159.75
2395,135,51,401307.88,4133277
2396,136,51,402255.56,4133504.25
2397,137,51,403217.09,4133832
2398,138,51,404197.59,4134252.25
2399,139,51,405201.12,4134759.25
2400,140,51,406231.09,4135352
2401,141,51,407289.59,4136024.25
2402,142,51,408377.81,4136777
2403,143,51,409496.75,4137607
2404,144,51,410644.97,4138507
2405,145,51,411820.19,4139477
2406,146,51,413020.72,4140504.75
2407,112,52,375952.97,4136852.25
2408,113,52,377800.44,4136952
2409,114,52,379480.28,4137332.25
2410,115,52,381125.31,4137907.25
2411,123,52,390030.53,4137052.25
2412,124,52,391043.75,4136804.75
2413,125,52,392051,4136530
2414,126,52,393052.38,4136232.25
2415,127,52,394047.62,4135919.75
2416,128,52,395035.38,4135596.75
2417,129,52,396014.09,4135277
2418,130,52,396982.41,4134977
2419,131,52,397938.84,4134719.25
2420,132,52,398883.91,4134534.5
2421,133,52,399818.62,4134444.5
2422,134,52,400746.38,4134457
2423,135,52,401672.59,4134582
2424,136,52,402603.38,4134817
2425,137,52,403545.25,4135149.75
2426,138,52,404504.53,4135574.5
2427,139,52,405485.84,4136084.75
2428,140,52,406493.28,4136675
2429,141,52,407528.97,4137344.25
2430,142,52,408594.28,4138091.75
2431,143,52,409690.53,4138912
2432,144,52,410816.75,4139802
2433,145,52,411970.75,4140759.25
2434,146,52,413151.03,4141769.5
2435,112,53,375720.44,4138846.75
2436,115,53,380712.84,4140279.75
2437,122,53,389460.81,4138672
2438,123,53,390467.56,4138442.25
2439,124,53,391467.53,4138179.5
2440,125,53,392462.44,4137886.75
2441,126,53,393452.44,4137576.75
2442,127,53,394437.44,4137252.25
2443,128,53,395416.62,4136916.75
2444,129,53,396388.09,4136584.75
2445,130,53,397350.12,4136274.5
2446,131,53,398300.56,4136011.75
2447,132,53,399238.38,4135824.75
2448,133,53,400164.19,4135737
2449,134,53,401080.19,4135754.5
2450,135,53,401991.41,4135887
2451,136,53,402904.59,4136129.5
2452,137,53,403827.09,4136467
2453,138,53,404765.31,4136894.5
2454,139,53,405724.56,4137404.5
2455,140,53,406709.53,4137994.5
2456,141,53,407723.25,4138662
2457,142,53,408767.28,4139402.25
2458,143,53,409842.44,4140212.25
2459,144,53,410948.44,4141091.75
2460,145,53,412083.91,4142034.5
2461,146,53,413247.19,4143027
2462,112,54,373663,4141699.5
2463,115,54,379642.84,4143396.75
2464,122,54,389842.44,4140072
2465,123,54,390836.47,4139824.75
2466,124,54,391824.25,4139547.25
2467,125,54,392807.53,4139244.75
2468,126,54,393786.97,4138924.5
2469,127,54,394762.69,4138587
2470,128,54,395733.84,4138239.25
2471,129,54,396698.88,4137894.75
2472,130,54,397655.38,4137577
2473,131,54,398600.31,4137309.5
2474,132,54,399531.88,4137117
2475,133,54,400449.19,4137029.75
2476,134,54,401353.88,4137054.5
2477,135,54,402250.84,4137192
2478,136,54,403147.12,4137436.75
2479,137,54,404050.84,4137781.75
2480,138,54,404969.28,4138214.5
2481,139,54,405908.59,4138724.75
2482,140,54,406873.38,4139311.75
2483,141,54,407867.31,4139972.25
2484,142,54,408892.84,4140702
2485,143,54,409950.03,4141502
2486,144,54,411038.91,4142369.25
2487,145,54,412158.88,4143299.25
2488,146,54,413308.16,4144279.25
2489,121,55,389148.97,4141694.75
2490,122,55,390140.69,4141467.25
2491,123,55,391123.44,4141207
2492,124,55,392100.25,4140917
2493,125,55,393072.97,4140604.5
2494,126,55,394043.12,4140272
2495,127,55,395011.09,4139922
2496,128,55,395975.88,4139564.25
2497,129,55,396935.38,4139212.5
2498,130,55,397887.38,4138887
2499,131,55,398828.12,4138611.75
2500,132,55,399753.84,4138417
2501,133,55,400663.38,4138329.5
2502,134,55,401558.09,4138357
2503,135,55,402442.38,4138497.25
2504,136,55,403323.59,4138744.75
