129185  8    9420 18975 26872 33605 38970 43257 46616 49239
130185 10    9421 18976 26873 33606 38971 43258 46617 49240 51102 52494
131185 12    9422 18977 26874 33607 38972 43259 46618 49241 51103 52495 53576 54483
132185 18    9423 18978 26875 33608 38973 43260 46619 49242 51104 52496 53577 54484 55063 55559 55928 56289 56621 56781
133185 18    9424 18979 26876 33609 38974 43261 46620 49243 51105 52497 53578 54485 55064 55560 55929 56290 56622 56782
134185 16    9425 18980 26877 33610 38975 43262 46621 49244 51106 52498 53579 54486 55065 55561 55930 56291
135185 16    9426 18981 26878 33611 38976 43263 46622 49245 51107 52499 53580 54487 55066 55562 55931 56292
136185 15    9427 18982 26879 33612 38977 43264 46623 49246 51108 52500 53581 54488 55067 55563 55932
137185 15    9428 18983 26880 33613 38978 43265 46624 49247 51109 52501 53582 54489 55068 55564 55933
138185 13    9429 18984 26881 33614 38979 43266 46625 49248 51110 52502 53583 54490 55069
139185  5    9430 18985 26882 33615 38980
140185  4    9431 18986 26883 33616
141185  2    9432 18987
149185  4    9433 18988 26884 33617
150185  2    9434 18989
123186  1    9435
124186  3    9436 18990 26885
125186  4    9437 18991 26886 33618
126186  6    9438 18992 26887 33619 38981 43267
127186  7    9439 18993 26888 33620 38982 43268 46626
128186  7    9440 18994 26889 33621 38983 43269 46627
129186  8    9441 18995 26890 33622 38984 43270 46628 49249
130186  9    9442 18996 26891 33623 38985 43271 46629 49250 51111
131186 11    9443 18997 26892 33624 38986 43272 46630 49251 51112 52503 53584
132186 18    9444 18998 26893 33625 38987 43273 46631 49252 51113 52504 53585 54491 55070 55565 55934 56293 56623 56783
133186 18    9445 18999 26894 33626 38988 43274 46632 49253 51114 52505 53586 54492 55071 55566 55935 56294 56624 56784
134186  6    9446 19000 26895 33627 38989 43275
135186  3    9447 19001 26896
136186  3    9448 19002 26897
137186  6    9449 19003 26898 33628 38990 43276
138186 13    9450 19004 26899 33629 38991 43277 46633 49254 51115 52506 53587 54493 55072
139186  6    9451 19005 26900 33630 38992 43278
140186  5    9452 19006 26901 33631 38993
141186  2    9453 19007
149186  4    9454 19008 26902 33632
150186  2    9455 19009
123187  1    9456
124187  2    9457 19010
125187  3    9458 19011 26903
126187  5    9459 19012 26904 33633 38994
127187  6    9460 19013 26905 33634 38995 43279
128187  7    9461 19014 26906 33635 38996 43280 46634
129187  8    9462 19015 26907 33636 38997 43281 46635 49255
130187  9    9463 19016 26908 33637 38998 43282 46636 49256 51116
131187 11    9464 19017 26909 33638 38999 43283 46637 49257 51117 52507 53588
132187 18    9465 19018 26910 33639 39000 43284 46638 49258 51118 52508 53589 54494 55073 55567 55936 56295 56625 56785
133187 18    9466 19019 26911 33640 39001 43285 46639 49259 51119 52509 53590 54495 55074 55568 55937 56296 56626 56786
134187  4    9467 19020 26912 33641
135187  1    9468
137187  4    9469 19021 26913 33642
138187 13    9470 19022 26914 33643 39002 43286 46640 49260 51120 52510 53591 54496 55075
139187 13    9471 19023 26915 33644 39003 43287 46641 49261 51121 52511 53592 54497 55076
140187 11    9472 19024 26916 33645 39004 43288 46642 49262 51122 52512 53593
141187  3    9473 19025 26917
142187  1    9474
143187  1    9475
147187  2    9476 19026
148187  3    9477 19027 26918
149187  5    9478 19028 26919 33646 39005
150187  2    9479 19029
118188  1    9480
119188  1    9481
120188  1    9482
121188  1    9483
122188  1    9484
123188  2    9485 19030
124188  2    9486 19031
125188  3    9487 19032 26920
126188  5    9488 19033 26921 33647 39006
127188  6    9489 19034 26922 33648 39007 43289
128188  7    9490 19035 26923 33649 39008 43290 46643
129188  7    9491 19036 26924 33650 39009 43291 46644
130188  8    9492 19037 26925 33651 39010 43292 46645 49263
131188 12    9493 19038 26926 33652 39011 43293 46646 49264 51123 52513 53594 54498
132188 17    9494 19039 26927 33653 39012 43294 46647 49265 51124 52514 53595 54499 55077 55569 55938 56297 56627
133188 17    9495 19040 26928 33654 39013 43295 46648 49266 51125 52515 53596 54500 55078 55570 55939 56298 56628
134188  4    9496 19041 26929 33655
135188  1    9497
137188  2    9498 19042
138188  3    9499 19043 26930
139188  6    9500 19044 26931 33656 39014 43296
140188 11    9501 19045 26932 33657 39015 43297 46649 49267 51126 52516 53597
141188  5    9502 19046 26933 33658 39016
142188  3    9503 19047 26934
143188  1    9504
146188  3    9505 19048 26935
147188  7    9506 19049 26936 33659 39017 43298 46650
148188  7    9507 19050 26937 33660 39018 43299 46651
149188  7    9508 19051 26938 33661 39019 43300 46652
150188  2    9509 19052
120189  1    9510
122189  2    9511 19053
123189  2    9512 19054
124189  3    9513 19055 26939
125189  4    9514 19056 26940 33662
126189  5    9515 19057 26941 33663 39020
127189  6    9516 19058 26942 33664 39021 43301
128189  7    9517 19059 26943 33665 39022 43302 46653
129189  7    9518 19060 26944 33666 39023 43303 46654
130189  8    9519 19061 26945 33667 39024 43304 46655 49268
131189 12    9520 19062 26946 33668 39025 43305 46656 49269 51127 52517 53598 54501
132189 17    9521 19063 26947 33669 39026 43306 46657 49270 51128 52518 53599 54502 55079 55571 55940 56299 56629
133189 17    9522 19064 26948 33670 39027 43307 46658 49271 51129 52519 53600 54503 55080 55572 55941 56300 56630
134189  4    9523 19065 26949 33671
135189  1    9524
138189  2    9525 19066
139189  4    9526 19067 26950 33672
140189 11    9527 19068 26951 33673 39028 43308 46659 49272 51130 52520 53601
141189  6    9528 19069 26952 33674 39029 43309
142189  5    9529 19070 26953 33675 39030
143189  3    9530 19071 26954
145189  3    9531 19072 26955
146189  5    9532 19073 26956 33676 39031
147189  7    9533 19074 26957 33677 39032 43310 46660
148189  4    9534 19075 26958 33678
149189  5    9535 19076 26959 33679 39033
150189  4    9536 19077 26960 33680
122190  2    9537 19078
123190  2    9538 19079
124190  3    9539 19080 26961
125190  4    9540 19081 26962 33681
126190  5    9541 19082 26963 33682 39034
127190  5    9542 19083 26964 33683 39035
128190  7    9543 19084 26965 33684 39036 43311 46661
129190  7    9544 19085 26966 33685 39037 43312 46662
130190  8    9545 19086 26967 33686 39038 43313 46663 49273
131190 11    9546 19087 26968 33687 39039 43314 46664 49274 51131 52521 53602
132190 17    9547 19088 26969 33688 39040 43315 46665 49275 51132 52522 53603 54504 55081 55573 55942 56301 56631
133190 17    9548 19089 26970 33689 39041 43316 46666 49276 51133 52523 53604 54505 55082 55574 55943 56302 56632
134190  4    9549 19090 26971 33690
135190  1    9550
138190  1    9551
139190  3    9552 19091 26972
140190 11    9553 19092 26973 33691 39042 43317 46667 49277 51134 52524 53605
141190  9    9554 19093 26974 33692 39043 43318 46668 49278 51135
142190  9    9555 19094 26975 33693 39044 43319 46669 49279 51136
143190  9    9556 19095 26976 33694 39045 43320 46670 49280 51137
144190  3    9557 19096 26977
145190  3    9558 19097 26978
146190  7    9559 19098 26979 33695 39046 43321 46671
147190  7    9560 19099 26980 33696 39047 43322 46672
148190  3    9561 19100 26981
149190  3    9562 19101 26982
150190  4    9563 19102 26983 33697
122191  2    9564 19103
123191  2    9565 19104
124191  3    9566 19105 26984
125191  3    9567 19106 26985
126191  4    9568 19107 26986 33698
127191  5    9569 19108 26987 33699 39048
128191  6    9570 19109 26988 33700 39049 43323
129191  7    9571 19110 26989 33701 39050 43324 46673
130191  8    9572 19111 26990 33702 39051 43325 46674 49281
131191 11    9573 19112 26991 33703 39052 43326 46675 49282 51138 52525 53606
132191 16    9574 19113 26992 33704 39053 43327 46676 49283 51139 52526 53607 54506 55083 55575 55944 56303
133191 16    9575 19114 26993 33705 39054 43328 46677 49284 51140 52527 53608 54507 55084 55576 55945 56304
134191  5    9576 19115 26994 33706 39055
135191  1    9577
138191  2    9578 19116
139191  3    9579 19117 26995
140191  3    9580 19118 26996
141191  3    9581 19119 26997
142191  4    9582 19120 26998 33707
143191  8    9583 19121 26999 33708 39056 43329 46678 49285
144191  5    9584 19122 27000 33709 39057
145191  4    9585 19123 27001 33710
146191  8    9586 19124 27002 33711 39058 43330 46679 49286
147191  4    9587 19125 27003 33712
148191  2    9588 19126
150191  3    9589 19127 27004
151191  2    9590 19128
152191  2    9591 19129
153191  2    9592 19130
154191  2    9593 19131
121192  1    9594
122192  2    9595 19132
123192  2    9596 19133
124192  2    9597 19134
125192  2    9598 19135
126192  3    9599 19136 27005
127192  4    9600 19137 27006 33713
128192  6    9601 19138 27007 33714 39059 43331
129192  7    9602 19139 27008 33715 39060 43332 46680
130192  9    9603 19140 27009 33716 39061 43333 46681 49287 51141
131192 13    9604 19141 27010 33717 39062 43334 46682 49288 51142 52528 53609 54508 55085
132192 16    9605 19142 27011 33718 39063 43335 46683 49289 51143 52529 53610 54509 55086 55577 55946 56305
133192 16    9606 19143 27012 33719 39064 43336 46684 49290 51144 52530 53611 54510 55087 55578 55947 56306
134192  5    9607 19144 27013 33720 39065
135192  1    9608
138192  2    9609 19145
139192  3    9610 19146 27014
140192  2    9611 19147
141192  2    9612 19148
142192  3    9613 19149 27015
143192  8    9614 19150 27016 33721 39066 43337 46685 49291
144192  8    9615 19151 27017 33722 39067 43338 46686 49292
145192  8    9616 19152 27018 33723 39068 43339 46687 49293
146192  8    9617 19153 27019 33724 39069 43340 46688 49294
147192  2    9618 19154
148192  1    9619
150192  2    9620 19155
154192  1    9621
119193  1    9622
120193  2    9623 19156
121193  2    9624 19157
122193  1    9625
123193  1    9626
124193  1    9627
125193  2    9628 19158
126193  3    9629 19159 27020
127193  4    9630 19160 27021 33725
128193  6    9631 19161 27022 33726 39070 43341
129193  8    9632 19162 27023 33727 39071 43342 46689 49295
130193  9    9633 19163 27024 33728 39072 43343 46690 49296 51145
131193 13    9634 19164 27025 33729 39073 43344 46691 49297 51146 52531 53612 54511 55088
132193 16    9635 19165 27026 33730 39074 43345 46692 49298 51147 52532 53613 54512 55089 55579 55948 56307
133193 10    9636 19166 27027 33731 39075 43346 46693 49299 51148 52533
134193  3    9637 19167 27028
137193  1    9638
138193  2    9639 19168
139193  2    9640 19169
140193  1    9641
141193  2    9642 19170
142193  2    9643 19171
143193  5    9644 19172 27029 33732 39076
144193  4    9645 19173 27030 33733
145193  4    9646 19174 27031 33734
146193  4    9647 19175 27032 33735
147193  2    9648 19176
148193  1    9649
150193  2    9650 19177
154193  1    9651
125194  2    9652 19178
126194  3    9653 19179 27033
127194  5    9654 19180 27034 33736 39077
128194  7    9655 19181 27035 33737 39078 43347 46694
129194  8    9656 19182 27036 33738 39079 43348 46695 49300
130194 10    9657 19183 27037 33739 39080 43349 46696 49301 51149 52534
131194 13    9658 19184 27038 33740 39081 43350 46697 49302 51150 52535 53614 54513 55090
132194 16    9659 19185 27039 33741 39082 43351 46698 49303 51151 52536 53615 54514 55091 55580 55949 56308
133194  8    9660 19186 27040 33742 39083 43352 46699 49304
134194  2    9661 19187
139194  1    9662
141194  2    9663 19188
142194  3    9664 19189 27041
143194  3    9665 19190 27042
144194  2    9666 19191
145194  3    9667 19192 27043
146194  3    9668 19193 27044
147194  2    9669 19194
148194  1    9670
150194  1    9671
151194  1    9672
152194  1    9673
153194  1    9674
154194  1    9675
155194  1    9676
125195  2    9677 19195
126195  3    9678 19196 27045
127195  5    9679 19197 27046 33743 39084
128195  7    9680 19198 27047 33744 39085 43353 46700
129195  8    9681 19199 27048 33745 39086 43354 46701 49305
130195 10    9682 19200 27049 33746 39087 43355 46702 49306 51152 52537
131195 13    9683 19201 27050 33747 39088 43356 46703 49307 51153 52538 53616 54515 55092
132195 16    9684 19202 27051 33748 39089 43357 46704 49308 51154 52539 53617 54516 55093 55581 55950 56309
133195  6    9685 19203 27052 33749 39090 43358
134195  2    9686 19204
139195  1    9687
141195  2    9688 19205
142195  2    9689 19206
143195  1    9690
144195  1    9691
145195  3    9692 19207 27053
146195  3    9693 19208 27054
147195  1    9694
150195  1    9695
154195  1    9696
119196  2    9697 19209
123196  1    9698
124196  2    9699 19210
125196  3    9700 19211 27055
126196  4    9701 19212 27056 33750
127196  5    9702 19213 27057 33751 39091
128196  7    9703 19214 27058 33752 39092 43359 46705
129196  8    9704 19215 27059 33753 39093 43360 46706 49309
130196 10    9705 19216 27060 33754 39094 43361 46707 49310 51155 52540
131196 13    9706 19217 27061 33755 39095 43362 46708 49311 51156 52541 53618 54517 55094
132196 16    9707 19218 27062 33756 39096 43363 46709 49312 51157 52542 53619 54518 55095 55582 55951 56310
133196  6    9708 19219 27063 33757 39097 43364
134196  2    9709 19220
137196  1    9710
138196  1    9711
139196  1    9712
141196  1    9713
143196  1    9714
144196  2    9715 19221
145196  2    9716 19222
146196  2    9717 19223
150196  1    9718
154196  1    9719
117197  1    9720
118197  2    9721 19224
119197  2    9722 19225
120197  2    9723 19226
121197  2    9724 19227
122197  2    9725 19228
123197  2    9726 19229
124197  3    9727 19230 27064
125197  3    9728 19231 27065
126197  4    9729 19232 27066 33758
127197  5    9730 19233 27067 33759 39098
128197  6    9731 19234 27068 33760 39099 43365
129197  8    9732 19235 27069 33761 39100 43366 46710 49313
130197 10    9733 19236 27070 33762 39101 43367 46711 49314 51158 52543
131197 13    9734 19237 27071 33763 39102 43368 46712 49315 51159 52544 53620 54519 55096
132197 16    9735 19238 27072 33764 39103 43369 46713 49316 51160 52545 53621 54520 55097 55583 55952 56311
133197  8    9736 19239 27073 33765 39104 43370 46714 49317
134197  2    9737 19240
138197  1    9738
143197  1    9739
144197  1    9740
145197  1    9741
146197  1    9742
124198  2    9743 19241
125198  3    9744 19242 27074
126198  3    9745 19243 27075
127198  4    9746 19244 27076 33766
128198  6    9747 19245 27077 33767 39105 43371
129198  8    9748 19246 27078 33768 39106 43372 46715 49318
130198 10    9749 19247 27079 33769 39107 43373 46716 49319 51161 52546
131198 13    9750 19248 27080 33770 39108 43374 46717 49320 51162 52547 53622 54521 55098
132198 16    9751 19249 27081 33771 39109 43375 46718 49321 51163 52548 53623 54522 55099 55584 55953 56312
133198  8    9752 19250 27082 33772 39110 43376 46719 49322
134198  3    9753 19251 27083
135198  1    9754
141198  1    9755
142198  1    9756
143198  1    9757
153198  1    9758
123199  1    9759
124199  1    9760
125199  2    9761 19252
126199  2    9762 19253
127199  3    9763 19254 27084
128199  5    9764 19255 27085 33773 39111
129199  8    9765 19256 27086 33774 39112 43377 46720 49323
130199 10    9766 19257 27087 33775 39113 43378 46721 49324 51164 52549
131199 13    9767 19258 27088 33776 39114 43379 46722 49325 51165 52550 53624 54523 55100
132199 16    9768 19259 27089 33777 39115 43380 46723 49326 51166 52551 53625 54524 55101 55585 55954 56313
133199  8    9769 19260 27090 33778 39116 43381 46724 49327
134199  3    9770 19261 27091
135199  1    9771
143199  1    9772
153199  1    9773
125200  1    9774
127200  1    9775
128200  4    9776 19262 27092 33779
129200  7    9777 19263 27093 33780 39117 43382 46725
130200 10    9778 19264 27094 33781 39118 43383 46726 49328 51167 52552
131200 16    9779 19265 27095 33782 39119 43384 46727 49329 51168 52553 53626 54525 55102 55586 55955 56314
132200 16    9780 19266 27096 33783 39120 43385 46728 49330 51169 52554 53627 54526 55103 55587 55956 56315
133200  7    9781 19267 27097 33784 39121 43386 46729
134200  2    9782 19268
135200  1    9783
143200  1    9784
150200  1    9785
153200  1    9786
162200  1    9787
127201  1    9788
128201  3    9789 19269 27098
129201  7    9790 19270 27099 33785 39122 43387 46730
130201  9    9791 19271 27100 33786 39123 43388 46731 49331 51170
131201 14    9792 19272 27101 33787 39124 43389 46732 49332 51171 52555 53628 54527 55104 55588
132201 14    9793 19273 27102 33788 39125 43390 46733 49333 51172 52556 53629 54528 55105 55589
133201  6    9794 19274 27103 33789 39126 43391
134201  2    9795 19275
135201  1    9796
138201  1    9797
139201  2    9798 19276
140201  2    9799 19277
141201  2    9800 19278
142201  1    9801
143201  2    9802 19279
144201  3    9803 19280 27104
145201  2    9804 19281
146201  2    9805 19282
147201  2    9806 19283
148201  1    9807
149201  2    9808 19284
150201  2    9809 19285
151201  2    9810 19286
152201  2    9811 19287
153201  2    9812 19288
154201  1    9813
155201  1    9814
156201  2    9815 19289
157201  1    9816
158201  1    9817
159201  2    9818 19290
160201  2    9819 19291
161201  1    9820
162201  1    9821
127202  2    9822 19292
128202  4    9823 19293 27105 33790
129202  8    9824 19294 27106 33791 39127 43392 46734 49334
130202 13    9825 19295 27107 33792 39128 43393 46735 49335 51173 52557 53630 54529 55106
131202 13    9826 19296 27108 33793 39129 43394 46736 49336 51174 52558 53631 54530 55107
132202 13    9827 19297 27109 33794 39130 43395 46737 49337 51175 52559 53632 54531 55108
133202  5    9828 19298 27110 33795 39131
134202  2    9829 19299
137202  2    9830 19300
138202  3    9831 19301 27111
139202  4    9832 19302 27112 33796
140202  4    9833 19303 27113 33797
141202  3    9834 19304 27114
142202  3    9835 19305 27115
143202  9    9836 19306 27116 33798 39132 43396 46738 49338 51176
144202  9    9837 19307 27117 33799 39133 43397 46739 49339 51177
145202  7    9838 19308 27118 33800 39134 43398 46740
146202  7    9839 19309 27119 33801 39135 43399 46741
147202  4    9840 19310 27120 33802
148202  3    9841 19311 27121
149202  4    9842 19312 27122 33803
150202  4    9843 19313 27123 33804
151202  4    9844 19314 27124 33805
152202  4    9845 19315 27125 33806
153202  4    9846 19316 27126 33807
154202  4    9847 19317 27127 33808
155202  4    9848 19318 27128 33809
156202  4    9849 19319 27129 33810
157202  4    9850 19320 27130 33811
158202  4    9851 19321 27131 33812
159202  4    9852 19322 27132 33813
160202  3    9853 19323 27133
161202  3    9854 19324 27134
162202  3    9855 19325 27135
163202  3    9856 19326 27136
164202  3    9857 19327 27137
165202  3    9858 19328 27138
166202  3    9859 19329 27139
167202  3    9860 19330 27140
168202  3    9861 19331 27141
169202  3    9862 19332 27142
170202  3    9863 19333 27143
171202  3    9864 19334 27144
172202  3    9865 19335 27145
173202  2    9866 19336
174202  2    9867 19337
126203  2    9868 19338
127203  4    9869 19339 27146 33814
128203  9    9870 19340 27147 33815 39136 43400 46742 49340 51178
129203 10    9871 19341 27148 33816 39137 43401 46743 49341 51179 52560
130203 12    9872 19342 27149 33817 39138 43402 46744 49342 51180 52561 53633 54532
131203 12    9873 19343 27150 33818 39139 43403 46745 49343 51181 52562 53634 54533
132203  8    9874 19344 27151 33819 39140 43404 46746 49344
133203  4    9875 19345 27152 33820
134203  1    9876
136203  2    9877 19346
137203  3    9878 19347 27153
138203  9    9879 19348 27154 33821 39141 43405 46747 49345 51182
139203  9    9880 19349 27155 33822 39142 43406 46748 49346 51183
140203  9    9881 19350 27156 33823 39143 43407 46749 49347 51184
141203  9    9882 19351 27157 33824 39144 43408 46750 49348 51185
142203  9    9883 19352 27158 33825 39145 43409 46751 49349 51186
143203  9    9884 19353 27159 33826 39146 43410 46752 49350 51187
144203  4    9885 19354 27160 33827
145203  4    9886 19355 27161 33828
146203  7    9887 19356 27162 33829 39147 43411 46753
147203  7    9888 19357 27163 33830 39148 43412 46754
148203  7    9889 19358 27164 33831 39149 43413 46755
149203  4    9890 19359 27165 33832
150203  3    9891 19360 27166
151203  3    9892 19361 27167
152203  2    9893 19362
153203  2    9894 19363
154203  2    9895 19364
155203  2    9896 19365
156203  2    9897 19366
167203  1    9898
124204  2    9899 19367
125204  3    9900 19368 27168
126204  5    9901 19369 27169 33833 39150
127204  9    9902 19370 27170 33834 39151 43414 46756 49351 51188
128204  9    9903 19371 27171 33835 39152 43415 46757 49352 51189
129204  8    9904 19372 27172 33836 39153 43416 46758 49353
130204  9    9905 19373 27173 33837 39154 43417 46759 49354 51190
131204  9    9906 19374 27174 33838 39155 43418 46760 49355 51191
132204  8    9907 19375 27175 33839 39156 43419 46761 49356
133204  4    9908 19376 27176 33840
134204  2    9909 19377
135204  1    9910
136204  3    9911 19378 27177
137204  9    9912 19379 27178 33841 39157 43420 46762 49357 51192
138204  9    9913 19380 27179 33842 39158 43421 46763 49358 51193
139204  4    9914 19381 27180 33843
140204  3    9915 19382 27181
141204  2    9916 19383
142204  2    9917 19384
143204  1    9918
144204  1    9919
145204  1    9920
146204  2    9921 19385
147204  2    9922 19386
148204  2    9923 19387
149204  2    9924 19388
150204  2    9925 19389
151204  2    9926 19390
152204  2    9927 19391
156204  1    9928
167204  1    9929
118205  1    9930
119205  2    9931 19392
120205  2    9932 19393
121205  2    9933 19394
122205  2    9934 19395
123205  2    9935 19396
124205  3    9936 19397 27182
125205  5    9937 19398 27183 33844 39159
126205  9    9938 19399 27184 33845 39160 43422 46764 49359 51194
127205  9    9939 19400 27185 33846 39161 43423 46765 49360 51195
128205  7    9940 19401 27186 33847 39162 43424 46766
129205  7    9941 19402 27187 33848 39163 43425 46767
130205  8    9942 19403 27188 33849 39164 43426 46768 49361
131205  9    9943 19404 27189 33850 39165 43427 46769 49362 51196
132205  7    9944 19405 27190 33851 39166 43428 46770
133205  5    9945 19406 27191 33852 39167
134205  3    9946 19407 27192
135205  3    9947 19408 27193
136205  4    9948 19409 27194 33853
137205  9    9949 19410 27195 33854 39168 43429 46771 49363 51197
138205  5    9950 19411 27196 33855 39169
139205  3    9951 19412 27197
140205  1    9952
150205  1    9953
152205  1    9954
120206  1    9955
122206  2    9956 19413
123206  3    9957 19414 27198
124206  4    9958 19415 27199 33856
125206  9    9959 19416 27200 33857 39170 43430 46772 49364 51198
126206  9    9960 19417 27201 33858 39171 43431 46773 49365 51199
127206  6    9961 19418 27202 33859 39172 43432
128206  6    9962 19419 27203 33860 39173 43433
129206  6    9963 19420 27204 33861 39174 43434
130206  7    9964 19421 27205 33862 39175 43435 46774
131206  9    9965 19422 27206 33863 39176 43436 46775 49366 51200
132206  9    9966 19423 27207 33864 39177 43437 46776 49367 51201
133206  6    9967 19424 27208 33865 39178 43438
134206  5    9968 19425 27209 33866 39179
135206  4    9969 19426 27210 33867
136206  4    9970 19427 27211 33868
137206  9    9971 19428 27212 33869 39180 43439 46777 49368 51202
138206  5    9972 19429 27213 33870 39181
139206  3    9973 19430 27214
140206  1    9974
150206  1    9975
152206  1    9976
122207  2    9977 19431
123207  4    9978 19432 27215 33871
124207  9    9979 19433 27216 33872 39182 43440 46778 49369 51203
125207  9    9980 19434 27217 33873 39183 43441 46779 49370 51204
126207  5    9981 19435 27218 33874 39184
127207  5    9982 19436 27219 33875 39185
128207  5    9983 19437 27220 33876 39186
129207  6    9984 19438 27221 33877 39187 43442
130207  7    9985 19439 27222 33878 39188 43443 46780
131207  8    9986 19440 27223 33879 39189 43444 46781 49371
132207  9    9987 19441 27224 33880 39190 43445 46782 49372 51205
133207  7    9988 19442 27225 33881 39191 43446 46783
134207  6    9989 19443 27226 33882 39192 43447
135207  5    9990 19444 27227 33883 39193
136207  9    9991 19445 27228 33884 39194 43448 46784 49373 51206
137207  9    9992 19446 27229 33885 39195 43449 46785 49374 51207
138207  5    9993 19447 27230 33886 39196
139207  3    9994 19448 27231
140207  1    9995
152207  1    9996
153207  1    9997
154207  1    9998
155207  1    9999
156207  1   10000
122208  3   10001 19449 27232
123208  9   10002 19450 27233 33887 39197 43450 46786 49375 51208
124208  9   10003 19451 27234 33888 39198 43451 46787 49376 51209
125208  5   10004 19452 27235 33889 39199
126208  4   10005 19453 27236 33890
127208  5   10006 19454 27237 33891 39200
128208  5   10007 19455 27238 33892 39201
129208  5   10008 19456 27239 33893 39202
130208  6   10009 19457 27240 33894 39203 43452
131208  6   10010 19458 27241 33895 39204 43453
132208  9   10011 19459 27242 33896 39205 43454 46788 49377 51210
133208  9   10012 19460 27243 33897 39206 43455 46789 49378 51211
134208  9   10013 19461 27244 33898 39207 43456 46790 49379 51212
135208  9   10014 19462 27245 33899 39208 43457 46791 49380 51213
136208  9   10015 19463 27246 33900 39209 43458 46792 49381 51214
137208  5   10016 19464 27247 33901 39210
138208  4   10017 19465 27248 33902
139208  3   10018 19466 27249
152208  1   10019
121209  2   10020 19467
122209  3   10021 19468 27250
123209  6   10022 19469 27251 33903 39211 43459
124209  5   10023 19470 27252 33904 39212
125209  4   10024 19471 27253 33905
126209  4   10025 19472 27254 33906
127209  4   10026 19473 27255 33907
128209  5   10027 19474 27256 33908 39213
129209  5   10028 19475 27257 33909 39214
130209  5   10029 19476 27258 33910 39215
131209  6   10030 19477 27259 33911 39216 43460
132209  9   10031 19478 27260 33912 39217 43461 46793 49382 51215
133209  6   10032 19479 27261 33913 39218 43462
134209  6   10033 19480 27262 33914 39219 43463
135209  5   10034 19481 27263 33915 39220
136209  4   10035 19482 27264 33916
137209  4   10036 19483 27265 33917
138209  4   10037 19484 27266 33918
139209  2   10038 19485
152209  1   10039
120210  2   10040 19486
121210  3   10041 19487 27267
122210  4   10042 19488 27268 33919
123210  6   10043 19489 27269 33920 39221 43464
124210  4   10044 19490 27270 33921
125210  4   10045 19491 27271 33922
126210  4   10046 19492 27272 33923
127210  4   10047 19493 27273 33924
128210  5   10048 19494 27274 33925 39222
129210  5   10049 19495 27275 33926 39223
130210  5   10050 19496 27276 33927 39224
131210  6   10051 19497 27277 33928 39225 43465
132210  8   10052 19498 27278 33929 39226 43466 46794 49383
133210  6   10053 19499 27279 33930 39227 43467
134210  5   10054 19500 27280 33931 39228
135210  4   10055 19501 27281 33932
136210  3   10056 19502 27282
137210  3   10057 19503 27283
138210  3   10058 19504 27284
139210  2   10059 19505
119211  2   10060 19506
120211  3   10061 19507 27285
121211  3   10062 19508 27286
122211  6   10063 19509 27287 33933 39229 43468
123211  6   10064 19510 27288 33934 39230 43469
124211  4   10065 19511 27289 33935
125211  4   10066 19512 27290 33936
126211  4   10067 19513 27291 33937
127211  4   10068 19514 27292 33938
128211  5   10069 19515 27293 33939 39231
129211  5   10070 19516 27294 33940 39232
130211  6   10071 19517 27295 33941 39233 43470
131211  8   10072 19518 27296 33942 39234 43471 46795 49384
132211  8   10073 19519 27297 33943 39235 43472 46796 49385
133211  5   10074 19520 27298 33944 39236
134211  4   10075 19521 27299 33945
135211  3   10076 19522 27300
136211  2   10077 19523
137211  2   10078 19524
138211  2   10079 19525
139211  1   10080
117212  1   10081
119212  2   10082 19526
120212  3   10083 19527 27301
121212  3   10084 19528 27302
122212  7   10085 19529 27303 33946 39237 43473 46797
123212  4   10086 19530 27304 33947
124212  4   10087 19531 27305 33948
125212  3   10088 19532 27306
126212  3   10089 19533 27307
127212  4   10090 19534 27308 33949
128212  5   10091 19535 27309 33950 39238
129212  8   10092 19536 27310 33951 39239 43474 46798 49386
130212  8   10093 19537 27311 33952 39240 43475 46799 49387
131212  8   10094 19538 27312 33953 39241 43476 46800 49388
132212  3   10095 19539 27313
133212  3   10096 19540 27314
134212  2   10097 19541
135212  2   10098 19542
136212  2   10099 19543
137212  2   10100 19544
138212  1   10101
104213  2   10102 19545
108213  1   10103
110213  1   10104
117213  1   10105
118213  2   10106 19546
119213  2   10107 19547
120213  3   10108 19548 27315
121213  3   10109 19549 27316
122213  7   10110 19550 27317 33954 39242 43477 46801
123213  4   10111 19551 27318 33955
124213  3   10112 19552 27319
125213  3   10113 19553 27320
126213  3   10114 19554 27321
127213  4   10115 19555 27322 33956
128213  4   10116 19556 27323 33957
129213  8   10117 19557 27324 33958 39243 43478 46802 49389
130213  5   10118 19558 27325 33959 39244
131213  5   10119 19559 27326 33960 39245
132213  3   10120 19560 27327
133213  2   10121 19561
134213  1   10122
135213  1   10123
136213  1   10124
137213  1   10125
138213  1   10126
104214  2   10127 19562
107214  1   10128
108214  2   10129 19563
109214  2   10130 19564
110214  2   10131 19565
111214  1   10132
112214  2   10133 19566
113214  2   10134 19567
114214  2   10135 19568
115214  2   10136 19569
116214  2   10137 19570
117214  3   10138 19571 27328
118214  3   10139 19572 27329
119214  3   10140 19573 27330
120214  3   10141 19574 27331
121214  7   10142 19575 27332 33961 39246 43479 46803
122214  7   10143 19576 27333 33962 39247 43480 46804
123214  7   10144 19577 27334 33963 39248 43481 46805
124214  7   10145 19578 27335 33964 39249 43482 46806
125214  7   10146 19579 27336 33965 39250 43483 46807
