112 67  4    2982 13606 22420 29736
113 67  4    2983 13607 22421 29737
114 67  4    2984 13608 22422 29738
115 67  3    2985 13609 22423
116 67  3    2986 13610 22424
117 67  3    2987 13611 22425
118 67  3    2988 13612 22426
119 67  3    2989 13613 22427
120 67  4    2990 13614 22428 29739
121 67  4    2991 13615 22429 29740
122 67  5    2992 13616 22430 29741 35743
123 67  6    2993 13617 22431 29742 35744 40566
124 67  6    2994 13618 22432 29743 35745 40567
125 67  6    2995 13619 22433 29744 35746 40568
126 67  6    2996 13620 22434 29745 35747 40569
127 67  6    2997 13621 22435 29746 35748 40570
128 67  6    2998 13622 22436 29747 35749 40571
129 67 12    2999 13623 22437 29748 35750 40572 44423 47483 49805 51534 52783 53804
130 67 12    3000 13624 22438 29749 35751 40573 44424 47484 49806 51535 52784 53805
131 67 12    3001 13625 22439 29750 35752 40574 44425 47485 49807 51536 52785 53806
132 67 12    3002 13626 22440 29751 35753 40575 44426 47486 49808 51537 52786 53807
133 67  8    3003 13627 22441 29752 35754 40576 44427 47487
134 67  8    3004 13628 22442 29753 35755 40577 44428 47488
135 67  8    3005 13629 22443 29754 35756 40578 44429 47489
136 67  8    3006 13630 22444 29755 35757 40579 44430 47490
137 67  8    3007 13631 22445 29756 35758 40580 44431 47491
138 67  8    3008 13632 22446 29757 35759 40581 44432 47492
139 67  8    3009 13633 22447 29758 35760 40582 44433 47493
140 67  9    3010 13634 22448 29759 35761 40583 44434 47494 49809
141 67 10    3011 13635 22449 29760 35762 40584 44435 47495 49810 51538
142 67 10    3012 13636 22450 29761 35763 40585 44436 47496 49811 51539
143 67  9    3013 13637 22451 29762 35764 40586 44437 47497 49812
144 67  8    3014 13638 22452 29763 35765 40587 44438 47498
145 67  7    3015 13639 22453 29764 35766 40588 44439
146 67  7    3016 13640 22454 29765 35767 40589 44440
147 67  7    3017 13641 22455 29766 35768 40590 44441
148 67  6    3018 13642 22456 29767 35769 40591
149 67  5    3019 13643 22457 29768 35770
150 67  4    3020 13644 22458 29769
151 67  3    3021 13645 22459
152 67  2    3022 13646
153 67  2    3023 13647
154 67  1    3024
 70 68  1    3025
 72 68  1    3026
 73 68  1    3027
 74 68  1    3028
 75 68  1    3029
 76 68  1    3030
 77 68  1    3031
 78 68  2    3032 13648
 79 68  2    3033 13649
 80 68  2    3034 13650
 81 68  2    3035 13651
 82 68  2    3036 13652
 83 68  2    3037 13653
 84 68  3    3038 13654 22460
 85 68  3    3039 13655 22461
 86 68  4    3040 13656 22462 29770
 87 68  4    3041 13657 22463 29771
 88 68  4    3042 13658 22464 29772
 89 68  4    3043 13659 22465 29773
 90 68  4    3044 13660 22466 29774
 91 68  4    3045 13661 22467 29775
 92 68  5    3046 13662 22468 29776 35771
 93 68  5    3047 13663 22469 29777 35772
 94 68  4    3048 13664 22470 29778
 95 68  4    3049 13665 22471 29779
 96 68  4    3050 13666 22472 29780
 97 68  5    3051 13667 22473 29781 35773
 98 68  7    3052 13668 22474 29782 35774 40592 44442
 99 68  7    3053 13669 22475 29783 35775 40593 44443
100 68  7    3054 13670 22476 29784 35776 40594 44444
101 68  7    3055 13671 22477 29785 35777 40595 44445
102 68  7    3056 13672 22478 29786 35778 40596 44446
103 68  6    3057 13673 22479 29787 35779 40597
104 68  5    3058 13674 22480 29788 35780
105 68  5    3059 13675 22481 29789 35781
106 68  5    3060 13676 22482 29790 35782
107 68  4    3061 13677 22483 29791
108 68  3    3062 13678 22484
109 68  3    3063 13679 22485
110 68  3    3064 13680 22486
111 68  5    3065 13681 22487 29792 35783
112 68  6    3066 13682 22488 29793 35784 40598
113 68  7    3067 13683 22489 29794 35785 40599 44447
114 68  8    3068 13684 22490 29795 35786 40600 44448 47499
115 68  7    3069 13685 22491 29796 35787 40601 44449
116 68  6    3070 13686 22492 29797 35788 40602
117 68  5    3071 13687 22493 29798 35789
118 68  5    3072 13688 22494 29799 35790
119 68  5    3073 13689 22495 29800 35791
120 68  6    3074 13690 22496 29801 35792 40603
121 68  6    3075 13691 22497 29802 35793 40604
122 68  6    3076 13692 22498 29803 35794 40605
123 68  6    3077 13693 22499 29804 35795 40606
124 68  6    3078 13694 22500 29805 35796 40607
125 68  6    3079 13695 22501 29806 35797 40608
126 68  6    3080 13696 22502 29807 35798 40609
127 68  6    3081 13697 22503 29808 35799 40610
128 68  7    3082 13698 22504 29809 35800 40611 44450
129 68 12    3083 13699 22505 29810 35801 40612 44451 47500 49813 51540 52787 53808
130 68 12    3084 13700 22506 29811 35802 40613 44452 47501 49814 51541 52788 53809
131 68 12    3085 13701 22507 29812 35803 40614 44453 47502 49815 51542 52789 53810
132 68 12    3086 13702 22508 29813 35804 40615 44454 47503 49816 51543 52790 53811
133 68  8    3087 13703 22509 29814 35805 40616 44455 47504
134 68  8    3088 13704 22510 29815 35806 40617 44456 47505
135 68  8    3089 13705 22511 29816 35807 40618 44457 47506
136 68  8    3090 13706 22512 29817 35808 40619 44458 47507
137 68  8    3091 13707 22513 29818 35809 40620 44459 47508
138 68  8    3092 13708 22514 29819 35810 40621 44460 47509
139 68  8    3093 13709 22515 29820 35811 40622 44461 47510
140 68  9    3094 13710 22516 29821 35812 40623 44462 47511 49817
141 68 10    3095 13711 22517 29822 35813 40624 44463 47512 49818 51544
142 68 10    3096 13712 22518 29823 35814 40625 44464 47513 49819 51545
143 68  9    3097 13713 22519 29824 35815 40626 44465 47514 49820
144 68  7    3098 13714 22520 29825 35816 40627 44466
145 68  6    3099 13715 22521 29826 35817 40628
146 68  6    3100 13716 22522 29827 35818 40629
147 68  7    3101 13717 22523 29828 35819 40630 44467
148 68  6    3102 13718 22524 29829 35820 40631
149 68  5    3103 13719 22525 29830 35821
150 68  4    3104 13720 22526 29831
151 68  3    3105 13721 22527
152 68  3    3106 13722 22528
153 68  3    3107 13723 22529
154 68  2    3108 13724
155 68  1    3109
156 68  1    3110
 68 69  1    3111
 69 69  1    3112
 70 69  1    3113
 71 69  1    3114
 72 69  1    3115
 73 69  1    3116
 74 69  2    3117 13725
 75 69  2    3118 13726
 76 69  2    3119 13727
 77 69  2    3120 13728
 78 69  3    3121 13729 22530
 79 69  3    3122 13730 22531
 80 69  3    3123 13731 22532
 81 69  3    3124 13732 22533
 82 69  3    3125 13733 22534
 83 69  3    3126 13734 22535
 84 69  3    3127 13735 22536
 85 69  4    3128 13736 22537 29832
 86 69  4    3129 13737 22538 29833
 87 69  3    3130 13738 22539
 88 69  4    3131 13739 22540 29834
 89 69  5    3132 13740 22541 29835 35822
 90 69  6    3133 13741 22542 29836 35823 40632
 91 69  7    3134 13742 22543 29837 35824 40633 44468
 92 69  7    3135 13743 22544 29838 35825 40634 44469
 93 69  7    3136 13744 22545 29839 35826 40635 44470
 94 69  5    3137 13745 22546 29840 35827
 95 69  5    3138 13746 22547 29841 35828
 96 69  6    3139 13747 22548 29842 35829 40636
 97 69  7    3140 13748 22549 29843 35830 40637 44471
 98 69  8    3141 13749 22550 29844 35831 40638 44472 47515
 99 69  8    3142 13750 22551 29845 35832 40639 44473 47516
100 69  9    3143 13751 22552 29846 35833 40640 44474 47517 49821
101 69  9    3144 13752 22553 29847 35834 40641 44475 47518 49822
102 69 10    3145 13753 22554 29848 35835 40642 44476 47519 49823 51546
103 69  9    3146 13754 22555 29849 35836 40643 44477 47520 49824
104 69  7    3147 13755 22556 29850 35837 40644 44478
105 69  6    3148 13756 22557 29851 35838 40645
106 69  6    3149 13757 22558 29852 35839 40646
107 69  6    3150 13758 22559 29853 35840 40647
108 69  6    3151 13759 22560 29854 35841 40648
109 69  5    3152 13760 22561 29855 35842
110 69  5    3153 13761 22562 29856 35843
111 69  7    3154 13762 22563 29857 35844 40649 44479
112 69  9    3155 13763 22564 29858 35845 40650 44480 47521 49825
113 69 10    3156 13764 22565 29859 35846 40651 44481 47522 49826 51547
114 69 11    3157 13765 22566 29860 35847 40652 44482 47523 49827 51548 52791
115 69 10    3158 13766 22567 29861 35848 40653 44483 47524 49828 51549
116 69  9    3159 13767 22568 29862 35849 40654 44484 47525 49829
117 69  7    3160 13768 22569 29863 35850 40655 44485
118 69  6    3161 13769 22570 29864 35851 40656
119 69  6    3162 13770 22571 29865 35852 40657
120 69  6    3163 13771 22572 29866 35853 40658
121 69  6    3164 13772 22573 29867 35854 40659
122 69  6    3165 13773 22574 29868 35855 40660
123 69  6    3166 13774 22575 29869 35856 40661
124 69  6    3167 13775 22576 29870 35857 40662
125 69  6    3168 13776 22577 29871 35858 40663
126 69  6    3169 13777 22578 29872 35859 40664
127 69  6    3170 13778 22579 29873 35860 40665
128 69  7    3171 13779 22580 29874 35861 40666 44486
129 69 12    3172 13780 22581 29875 35862 40667 44487 47526 49830 51550 52792 53812
130 69 12    3173 13781 22582 29876 35863 40668 44488 47527 49831 51551 52793 53813
131 69 12    3174 13782 22583 29877 35864 40669 44489 47528 49832 51552 52794 53814
132 69 12    3175 13783 22584 29878 35865 40670 44490 47529 49833 51553 52795 53815
133 69  8    3176 13784 22585 29879 35866 40671 44491 47530
134 69  8    3177 13785 22586 29880 35867 40672 44492 47531
135 69  8    3178 13786 22587 29881 35868 40673 44493 47532
136 69  8    3179 13787 22588 29882 35869 40674 44494 47533
137 69  8    3180 13788 22589 29883 35870 40675 44495 47534
138 69  8    3181 13789 22590 29884 35871 40676 44496 47535
139 69  8    3182 13790 22591 29885 35872 40677 44497 47536
140 69  9    3183 13791 22592 29886 35873 40678 44498 47537 49834
141 69 10    3184 13792 22593 29887 35874 40679 44499 47538 49835 51554
142 69 10    3185 13793 22594 29888 35875 40680 44500 47539 49836 51555
143 69  8    3186 13794 22595 29889 35876 40681 44501 47540
144 69  7    3187 13795 22596 29890 35877 40682 44502
145 69  6    3188 13796 22597 29891 35878 40683
146 69  6    3189 13797 22598 29892 35879 40684
147 69  6    3190 13798 22599 29893 35880 40685
148 69  6    3191 13799 22600 29894 35881 40686
149 69  5    3192 13800 22601 29895 35882
150 69  4    3193 13801 22602 29896
151 69  3    3194 13802 22603
152 69  3    3195 13803 22604
153 69  3    3196 13804 22605
154 69  2    3197 13805
155 69  1    3198
 68 70  2    3199 13806
 69 70  2    3200 13807
 70 70  2    3201 13808
 71 70  1    3202
 72 70  1    3203
 73 70  2    3204 13809
 74 70  3    3205 13810 22606
 75 70  3    3206 13811 22607
 76 70  3    3207 13812 22608
 77 70  3    3208 13813 22609
 78 70  3    3209 13814 22610
 79 70  3    3210 13815 22611
 80 70  3    3211 13816 22612
 81 70  4    3212 13817 22613 29897
 82 70  4    3213 13818 22614 29898
 83 70  4    3214 13819 22615 29899
 84 70  4    3215 13820 22616 29900
 85 70  4    3216 13821 22617 29901
 86 70  4    3217 13822 22618 29902
 87 70  4    3218 13823 22619 29903
 88 70  4    3219 13824 22620 29904
 89 70  4    3220 13825 22621 29905
 90 70  4    3221 13826 22622 29906
 91 70  4    3222 13827 22623 29907
 92 70  4    3223 13828 22624 29908
 93 70  4    3224 13829 22625 29909
 94 70  4    3225 13830 22626 29910
 95 70  9    3226 13831 22627 29911 35883 40687 44503 47541 49837
 96 70  9    3227 13832 22628 29912 35884 40688 44504 47542 49838
 97 70  9    3228 13833 22629 29913 35885 40689 44505 47543 49839
 98 70  9    3229 13834 22630 29914 35886 40690 44506 47544 49840
 99 70  9    3230 13835 22631 29915 35887 40691 44507 47545 49841
100 70  9    3231 13836 22632 29916 35888 40692 44508 47546 49842
101 70  9    3232 13837 22633 29917 35889 40693 44509 47547 49843
102 70  9    3233 13838 22634 29918 35890 40694 44510 47548 49844
103 70  7    3234 13839 22635 29919 35891 40695 44511
104 70  7    3235 13840 22636 29920 35892 40696 44512
105 70  7    3236 13841 22637 29921 35893 40697 44513
106 70  7    3237 13842 22638 29922 35894 40698 44514
107 70  7    3238 13843 22639 29923 35895 40699 44515
108 70  7    3239 13844 22640 29924 35896 40700 44516
109 70  7    3240 13845 22641 29925 35897 40701 44517
110 70  7    3241 13846 22642 29926 35898 40702 44518
111 70  7    3242 13847 22643 29927 35899 40703 44519
112 70  7    3243 13848 22644 29928 35900 40704 44520
113 70  7    3244 13849 22645 29929 35901 40705 44521
114 70  7    3245 13850 22646 29930 35902 40706 44522
115 70  7    3246 13851 22647 29931 35903 40707 44523
116 70  6    3247 13852 22648 29932 35904 40708
117 70  6    3248 13853 22649 29933 35905 40709
118 70  6    3249 13854 22650 29934 35906 40710
119 70  6    3250 13855 22651 29935 35907 40711
120 70  6    3251 13856 22652 29936 35908 40712
121 70  6    3252 13857 22653 29937 35909 40713
122 70  6    3253 13858 22654 29938 35910 40714
123 70  6    3254 13859 22655 29939 35911 40715
124 70  6    3255 13860 22656 29940 35912 40716
125 70  5    3256 13861 22657 29941 35913
126 70  5    3257 13862 22658 29942 35914
127 70  6    3258 13863 22659 29943 35915 40717
128 70  7    3259 13864 22660 29944 35916 40718 44524
129 70 12    3260 13865 22661 29945 35917 40719 44525 47549 49845 51556 52796 53816
130 70 12    3261 13866 22662 29946 35918 40720 44526 47550 49846 51557 52797 53817
131 70 12    3262 13867 22663 29947 35919 40721 44527 47551 49847 51558 52798 53818
132 70 12    3263 13868 22664 29948 35920 40722 44528 47552 49848 51559 52799 53819
133 70  8    3264 13869 22665 29949 35921 40723 44529 47553
134 70  8    3265 13870 22666 29950 35922 40724 44530 47554
135 70  8    3266 13871 22667 29951 35923 40725 44531 47555
136 70  8    3267 13872 22668 29952 35924 40726 44532 47556
137 70  8    3268 13873 22669 29953 35925 40727 44533 47557
138 70  8    3269 13874 22670 29954 35926 40728 44534 47558
139 70  8    3270 13875 22671 29955 35927 40729 44535 47559
140 70  9    3271 13876 22672 29956 35928 40730 44536 47560 49849
141 70 10    3272 13877 22673 29957 35929 40731 44537 47561 49850 51560
142 70 10    3273 13878 22674 29958 35930 40732 44538 47562 49851 51561
143 70  8    3274 13879 22675 29959 35931 40733 44539 47563
144 70  6    3275 13880 22676 29960 35932 40734
145 70  6    3276 13881 22677 29961 35933 40735
146 70  6    3277 13882 22678 29962 35934 40736
147 70  6    3278 13883 22679 29963 35935 40737
148 70  5    3279 13884 22680 29964 35936
149 70  5    3280 13885 22681 29965 35937
150 70  4    3281 13886 22682 29966
151 70  3    3282 13887 22683
152 70  3    3283 13888 22684
153 70  3    3284 13889 22685
154 70  2    3285 13890
155 70  2    3286 13891
156 70  1    3287
157 70  1    3288
158 70  1    3289
159 70  1    3290
160 70  1    3291
 57 71  1    3292
 58 71  1    3293
 59 71  2    3294 13892
 60 71  3    3295 13893 22686
 61 71  3    3296 13894 22687
 62 71  3    3297 13895 22688
 63 71  3    3298 13896 22689
 64 71  1    3299
 65 71  1    3300
 66 71  1    3301
 67 71  2    3302 13897
 68 71  3    3303 13898 22690
 69 71  3    3304 13899 22691
 70 71  2    3305 13900
 71 71  2    3306 13901
 72 71  2    3307 13902
 73 71  3    3308 13903 22692
 74 71  4    3309 13904 22693 29967
 75 71  4    3310 13905 22694 29968
 76 71  4    3311 13906 22695 29969
 77 71  4    3312 13907 22696 29970
 78 71  4    3313 13908 22697 29971
 79 71  4    3314 13909 22698 29972
 80 71  4    3315 13910 22699 29973
 81 71  4    3316 13911 22700 29974
 82 71  4    3317 13912 22701 29975
 83 71  2    3318 13913
 84 71  2    3319 13914
 85 71  2    3320 13915
 86 71  2    3321 13916
 87 71  2    3322 13917
 88 71  2    3323 13918
 89 71  3    3324 13919 22702
 90 71  5    3325 13920 22703 29976 35938
 91 71  4    3326 13921 22704 29977
 92 71  4    3327 13922 22705 29978
 93 71  4    3328 13923 22706 29979
 94 71  6    3329 13924 22707 29980 35939 40738
 95 71  7    3330 13925 22708 29981 35940 40739 44540
 96 71  7    3331 13926 22709 29982 35941 40740 44541
 97 71  6    3332 13927 22710 29983 35942 40741
 98 71  5    3333 13928 22711 29984 35943
 99 71  6    3334 13929 22712 29985 35944 40742
100 71  7    3335 13930 22713 29986 35945 40743 44542
101 71  8    3336 13931 22714 29987 35946 40744 44543 47564
102 71  8    3337 13932 22715 29988 35947 40745 44544 47565
103 71  9    3338 13933 22716 29989 35948 40746 44545 47566 49852
104 71 10    3339 13934 22717 29990 35949 40747 44546 47567 49853 51562
105 71 10    3340 13935 22718 29991 35950 40748 44547 47568 49854 51563
106 71 10    3341 13936 22719 29992 35951 40749 44548 47569 49855 51564
107 71 10    3342 13937 22720 29993 35952 40750 44549 47570 49856 51565
108 71  9    3343 13938 22721 29994 35953 40751 44550 47571 49857
109 71  9    3344 13939 22722 29995 35954 40752 44551 47572 49858
110 71 10    3345 13940 22723 29996 35955 40753 44552 47573 49859 51566
111 71 10    3346 13941 22724 29997 35956 40754 44553 47574 49860 51567
112 71  8    3347 13942 22725 29998 35957 40755 44554 47575
113 71  5    3348 13943 22726 29999 35958
114 71  4    3349 13944 22727 30000
115 71  3    3350 13945 22728
116 71  4    3351 13946 22729 30001
117 71  5    3352 13947 22730 30002 35959
118 71  6    3353 13948 22731 30003 35960 40756
119 71  6    3354 13949 22732 30004 35961 40757
120 71  6    3355 13950 22733 30005 35962 40758
121 71  6    3356 13951 22734 30006 35963 40759
122 71  5    3357 13952 22735 30007 35964
123 71  5    3358 13953 22736 30008 35965
124 71  4    3359 13954 22737 30009
125 71  4    3360 13955 22738 30010
126 71  5    3361 13956 22739 30011 35966
127 71  5    3362 13957 22740 30012 35967
128 71  7    3363 13958 22741 30013 35968 40760 44555
129 71 12    3364 13959 22742 30014 35969 40761 44556 47576 49861 51568 52800 53820
130 71 12    3365 13960 22743 30015 35970 40762 44557 47577 49862 51569 52801 53821
131 71 12    3366 13961 22744 30016 35971 40763 44558 47578 49863 51570 52802 53822
132 71 12    3367 13962 22745 30017 35972 40764 44559 47579 49864 51571 52803 53823
133 71  8    3368 13963 22746 30018 35973 40765 44560 47580
134 71  8    3369 13964 22747 30019 35974 40766 44561 47581
135 71  8    3370 13965 22748 30020 35975 40767 44562 47582
136 71  8    3371 13966 22749 30021 35976 40768 44563 47583
137 71  8    3372 13967 22750 30022 35977 40769 44564 47584
138 71  8    3373 13968 22751 30023 35978 40770 44565 47585
139 71  8    3374 13969 22752 30024 35979 40771 44566 47586
140 71  9    3375 13970 22753 30025 35980 40772 44567 47587 49865
141 71 10    3376 13971 22754 30026 35981 40773 44568 47588 49866 51572
142 71 10    3377 13972 22755 30027 35982 40774 44569 47589 49867 51573
143 71  8    3378 13973 22756 30028 35983 40775 44570 47590
144 71  6    3379 13974 22757 30029 35984 40776
145 71  6    3380 13975 22758 30030 35985 40777
146 71  6    3381 13976 22759 30031 35986 40778
147 71  6    3382 13977 22760 30032 35987 40779
148 71  5    3383 13978 22761 30033 35988
149 71  5    3384 13979 22762 30034 35989
150 71  4    3385 13980 22763 30035
151 71  3    3386 13981 22764
152 71  3    3387 13982 22765
153 71  2    3388 13983
154 71  2    3389 13984
155 71  1    3390
156 71  1    3391
 35 72  2    3392 13985
 36 72  2    3393 13986
 37 72  2    3394 13987
 38 72  2    3395 13988
 39 72  2    3396 13989
 40 72  2    3397 13990
 41 72  2    3398 13991
 42 72  2    3399 13992
 43 72  2    3400 13993
 44 72  2    3401 13994
 45 72  2    3402 13995
 46 72  2    3403 13996
 47 72  2    3404 13997
 48 72  2    3405 13998
 49 72  2    3406 13999
 50 72  2    3407 14000
 51 72  2    3408 14001
 52 72  2    3409 14002
 53 72  2    3410 14003
 54 72  2    3411 14004
 55 72  2    3412 14005
 56 72  2    3413 14006
 57 72  2    3414 14007
 58 72  2    3415 14008
 59 72  2    3416 14009
 60 72  3    3417 14010 22766
 61 72  3    3418 14011 22767
 62 72  3    3419 14012 22768
 63 72  3    3420 14013 22769
 64 72  3    3421 14014 22770
 65 72  3    3422 14015 22771
 66 72  3    3423 14016 22772
 67 72  3    3424 14017 22773
 68 72  3    3425 14018 22774
 69 72  3    3426 14019 22775
 70 72  3    3427 14020 22776
 71 72  3    3428 14021 22777
 72 72  3    3429 14022 22778
 73 72  3    3430 14023 22779
 74 72  2    3431 14024
 75 72  2    3432 14025
 76 72  2    3433 14026
 77 72  2    3434 14027
 78 72  1    3435
 79 72  1    3436
 80 72  1    3437
 81 72  2    3438 14028
 82 72  2    3439 14029
 83 72  2    3440 14030
 84 72  2    3441 14031
 85 72  1    3442
 86 72  1    3443
 87 72  1    3444
 88 72  2    3445 14032
 89 72  2    3446 14033
 90 72  3    3447 14034 22780
 91 72  2    3448 14035
 92 72  2    3449 14036
 93 72  2    3450 14037
 94 72  4    3451 14038 22781 30036
 95 72  5    3452 14039 22782 30037 35990
 96 72  5    3453 14040 22783 30038 35991
 97 72  4    3454 14041 22784 30039
 98 72  3    3455 14042 22785
 99 72  3    3456 14043 22786
100 72  4    3457 14044 22787 30040
101 72  5    3458 14045 22788 30041 35992
102 72  4    3459 14046 22789 30042
103 72  5    3460 14047 22790 30043 35993
104 72  7    3461 14048 22791 30044 35994 40780 44571
105 72  7    3462 14049 22792 30045 35995 40781 44572
106 72  7    3463 14050 22793 30046 35996 40782 44573
107 72  7    3464 14051 22794 30047 35997 40783 44574
108 72  8    3465 14052 22795 30048 35998 40784 44575 47591
109 72  9    3466 14053 22796 30049 35999 40785 44576 47592 49868
110 72 10    3467 14054 22797 30050 36000 40786 44577 47593 49869 51574
111 72  8    3468 14055 22798 30051 36001 40787 44578 47594
112 72  6    3469 14056 22799 30052 36002 40788
113 72  3    3470 14057 22800
114 72  1    3471
115 72  2    3472 14058
116 72  2    3473 14059
117 72  3    3474 14060 22801
118 72  4    3475 14061 22802 30053
119 72  3    3476 14062 22803
120 72  3    3477 14063 22804
121 72  3    3478 14064 22805
122 72  2    3479 14065
123 72  2    3480 14066
124 72  3    3481 14067 22806
125 72  3    3482 14068 22807
126 72  4    3483 14069 22808 30054
127 72  5    3484 14070 22809 30055 36003
128 72  7    3485 14071 22810 30056 36004 40789 44579
129 72 12    3486 14072 22811 30057 36005 40790 44580 47595 49870 51575 52804 53824
130 72 12    3487 14073 22812 30058 36006 40791 44581 47596 49871 51576 52805 53825
131 72 12    3488 14074 22813 30059 36007 40792 44582 47597 49872 51577 52806 53826
132 72 12    3489 14075 22814 30060 36008 40793 44583 47598 49873 51578 52807 53827
133 72  8    3490 14076 22815 30061 36009 40794 44584 47599
134 72  8    3491 14077 22816 30062 36010 40795 44585 47600
135 72  8    3492 14078 22817 30063 36011 40796 44586 47601
136 72  8    3493 14079 22818 30064 36012 40797 44587 47602
137 72  8    3494 14080 22819 30065 36013 40798 44588 47603
138 72  8    3495 14081 22820 30066 36014 40799 44589 47604
139 72  8    3496 14082 22821 30067 36015 40800 44590 47605
140 72  9    3497 14083 22822 30068 36016 40801 44591 47606 49874
141 72 10    3498 14084 22823 30069 36017 40802 44592 47607 49875 51579
142 72 10    3499 14085 22824 30070 36018 40803 44593 47608 49876 51580
143 72  8    3500 14086 22825 30071 36019 40804 44594 47609
144 72  6    3501 14087 22826 30072 36020 40805
145 72  6    3502 14088 22827 30073 36021 40806
146 72  6    3503 14089 22828 30074 36022 40807
147 72  6    3504 14090 22829 30075 36023 40808
148 72  5    3505 14091 22830 30076 36024
149 72  5    3506 14092 22831 30077 36025
150 72  4    3507 14093 22832 30078
151 72  4    3508 14094 22833 30079
152 72  3    3509 14095 22834
153 72  2    3510 14096
154 72  2    3511 14097
155 72  1    3512
156 72  1    3513
157 72  1    3514
 57 73  1    3515
 58 73  2    3516 14098
 59 73  2    3517 14099
 60 73  3    3518 14100 22835
 61 73  3    3519 14101 22836
 62 73  3    3520 14102 22837
 63 73  3    3521 14103 22838
 64 73  3    3522 14104 22839
 65 73  3    3523 14105 22840
 66 73  3    3524 14106 22841
 67 73  2    3525 14107
 68 73  2    3526 14108
 69 73  1    3527
 70 73  1    3528
 71 73  2    3529 14109
 72 73  2    3530 14110
 73 73  2    3531 14111
 74 73  1    3532
 75 73  1    3533
 76 73  1    3534
 77 73  1    3535
 78 73  1    3536
 79 73  1    3537
 80 73  1    3538
 81 73  1    3539
 82 73  1    3540
 83 73  1    3541
 84 73  1    3542
 85 73  1    3543
 86 73  1    3544
 87 73  1    3545
 88 73  1    3546
 89 73  1    3547
 90 73  1    3548
 91 73  1    3549
 92 73  1    3550
 93 73  1    3551
 94 73  2    3552 14112
 95 73  2    3553 14113
 96 73  2    3554 14114
 97 73  1    3555
 98 73  1    3556
 99 73  1    3557
100 73  1    3558
101 73  1    3559
102 73  1    3560
103 73  2    3561 14115
104 73  5    3562 14116 22842 30080 36026
105 73  5    3563 14117 22843 30081 36027
106 73  4    3564 14118 22844 30082
107 73  4    3565 14119 22845 30083
108 73  4    3566 14120 22846 30084
109 73  5    3567 14121 22847 30085 36028
110 73  6    3568 14122 22848 30086 36029 40809
111 73  5    3569 14123 22849 30087 36030
112 73  3    3570 14124 22850
113 73  1    3571
114 73  1    3572
115 73  1    3573
116 73  2    3574 14125
117 73  2    3575 14126
118 73  2    3576 14127
119 73  1    3577
120 73  1    3578
121 73  2    3579 14128
122 73  2    3580 14129
123 73  2    3581 14130
124 73  3    3582 14131 22851
125 73  3    3583 14132 22852
126 73  4    3584 14133 22853 30088
127 73  5    3585 14134 22854 30089 36031
128 73  7    3586 14135 22855 30090 36032 40810 44595
129 73 12    3587 14136 22856 30091 36033 40811 44596 47610 49877 51581 52808 53828
130 73 12    3588 14137 22857 30092 36034 40812 44597 47611 49878 51582 52809 53829
131 73 12    3589 14138 22858 30093 36035 40813 44598 47612 49879 51583 52810 53830
132 73 12    3590 14139 22859 30094 36036 40814 44599 47613 49880 51584 52811 53831
133 73  8    3591 14140 22860 30095 36037 40815 44600 47614
134 73  8    3592 14141 22861 30096 36038 40816 44601 47615
135 73  8    3593 14142 22862 30097 36039 40817 44602 47616
136 73  8    3594 14143 22863 30098 36040 40818 44603 47617
137 73  8    3595 14144 22864 30099 36041 40819 44604 47618
138 73  8    3596 14145 22865 30100 36042 40820 44605 47619
139 73  8    3597 14146 22866 30101 36043 40821 44606 47620
140 73  9    3598 14147 22867 30102 36044 40822 44607 47621 49881
141 73 10    3599 14148 22868 30103 36045 40823 44608 47622 49882 51585
142 73 10    3600 14149 22869 30104 36046 40824 44609 47623 49883 51586
143 73  8    3601 14150 22870 30105 36047 40825 44610 47624
144 73  6    3602 14151 22871 30106 36048 40826
145 73  6    3603 14152 22872 30107 36049 40827
146 73  6    3604 14153 22873 30108 36050 40828
147 73  6    3605 14154 22874 30109 36051 40829
148 73  5    3606 14155 22875 30110 36052
149 73  5    3607 14156 22876 30111 36053
150 73  4    3608 14157 22877 30112
151 73  4    3609 14158 22878 30113
152 73  3    3610 14159 22879
153 73  3    3611 14160 22880
154 73  2    3612 14161
155 73  1    3613
156 73  1    3614
157 73  1    3615
158 73  1    3616
159 73  1    3617
 84 74  1    3618
 87 74  1    3619
 89 74  1    3620
 91 74  1    3621
104 74  3    3622 14162 22881
105 74  4    3623 14163 22882 30114
106 74  3    3624 14164 22883
119 74  1    3625
120 74  1    3626
121 74  2    3627 14165
122 74  3    3628 14166 22884
123 74  4    3629 14167 22885 30115
124 74  4    3630 14168 22886 30116
125 74  4    3631 14169 22887 30117
126 74  5    3632 14170 22888 30118 36054
127 74  6    3633 14171 22889 30119 36055 40830
128 74  8    3634 14172 22890 30120 36056 40831 44611 47625
129 74 12    3635 14173 22891 30121 36057 40832 44612 47626 49884 51587 52812 53832
130 74 12    3636 14174 22892 30122 36058 40833 44613 47627 49885 51588 52813 53833
131 74 12    3637 14175 22893 30123 36059 40834 44614 47628 49886 51589 52814 53834
132 74 12    3638 14176 22894 30124 36060 40835 44615 47629 49887 51590 52815 53835
133 74 12    3639 14177 22895 30125 36061 40836 44616 47630 49888 51591 52816 53836
134 74 12    3640 14178 22896 30126 36062 40837 44617 47631 49889 51592 52817 53837
135 74  8    3641 14179 22897 30127 36063 40838 44618 47632
