nwcbox_value,Layer#,I,J,Cell_ID,X,Y,Latitude,Longitude
1,1,108,2,1,390312.72,4064563.25,36.72043661,-76.22826359
2,1,108,3,2,386127.81,4065675.5,36.72996814,-76.27528109
3,1,108,4,3,384502.84,4068255.75,36.75302633,-76.29386566
4,1,117,4,4,414642.41,4075672.75,36.82307171,-75.9571063
11065,2,117,4,4,414642.41,4075672.75,36.82307171,-75.9571063
20212,3,117,4,4,414642.41,4075672.75,36.82307171,-75.9571063
27816,4,117,4,4,414642.41,4075672.75,36.82307171,-75.9571063
5,1,118,4,5,415892.41,4077278,36.83765255,-75.94326954
11066,2,118,4,5,415892.41,4077278,36.83765255,-75.94326954
20213,3,118,4,5,415892.41,4077278,36.83765255,-75.94326954
27817,4,118,4,5,415892.41,4077278,36.83765255,-75.94326954
6,1,119,4,6,416823.91,4078726,36.85078648,-75.93298256
11067,2,119,4,6,416823.91,4078726,36.85078648,-75.93298256
20214,3,119,4,6,416823.91,4078726,36.85078648,-75.93298256
27818,4,119,4,6,416823.91,4078726,36.85078648,-75.93298256
7,1,120,4,7,417568.41,4079990.5,36.86224926,-75.92476984
11068,2,120,4,7,417568.41,4079990.5,36.86224926,-75.92476984
20215,3,120,4,7,417568.41,4079990.5,36.86224926,-75.92476984
27819,4,120,4,7,417568.41,4079990.5,36.86224926,-75.92476984
8,1,121,4,8,418135.38,4081030.75,36.87167484,-75.9185222
11069,2,121,4,8,418135.38,4081030.75,36.87167484,-75.9185222
20216,3,121,4,8,418135.38,4081030.75,36.87167484,-75.9185222
27820,4,121,4,8,418135.38,4081030.75,36.87167484,-75.9185222
9,1,122,4,9,418582.09,4081911,36.87964757,-75.91360518
11070,2,122,4,9,418582.09,4081911,36.87964757,-75.91360518
20217,3,122,4,9,418582.09,4081911,36.87964757,-75.91360518
27821,4,122,4,9,418582.09,4081911,36.87964757,-75.91360518
10,1,123,4,10,418969.91,4082652.75,36.88636669,-75.90933316
11071,2,123,4,10,418969.91,4082652.75,36.88636669,-75.90933316
20218,3,123,4,10,418969.91,4082652.75,36.88636669,-75.90933316
27822,4,123,4,10,418969.91,4082652.75,36.88636669,-75.90933316
11,1,124,4,11,419268.12,4083278,36.89202792,-75.90605359
11072,2,124,4,11,419268.12,4083278,36.89202792,-75.90605359
20219,3,124,4,11,419268.12,4083278,36.89202792,-75.90605359
27823,4,124,4,11,419268.12,4083278,36.89202792,-75.90605359
12,1,125,4,12,419553.88,4083870.5,36.89739281,-75.90290977
11073,2,125,4,12,419553.88,4083870.5,36.89739281,-75.90290977
20220,3,125,4,12,419553.88,4083870.5,36.89739281,-75.90290977
27824,4,125,4,12,419553.88,4083870.5,36.89739281,-75.90290977
34205,5,125,4,12,419553.88,4083870.5,36.89739281,-75.90290977
39385,6,125,4,12,419553.88,4083870.5,36.89739281,-75.90290977
43576,7,125,4,12,419553.88,4083870.5,36.89739281,-75.90290977
13,1,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
11074,2,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
20221,3,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
27825,4,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
34206,5,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
39386,6,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
43577,7,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
46868,8,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
49408,9,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
51216,10,126,4,13,419829.16,4084437.5,36.90252688,-75.89988045
14,1,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
11075,2,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
20222,3,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
27826,4,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
34207,5,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
39387,6,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
43578,7,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
46869,8,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
49409,9,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
51217,10,127,4,14,420095.38,4084985.25,36.9074866,-75.89695038
15,1,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
11076,2,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
20223,3,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
27827,4,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
34208,5,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
39388,6,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
43579,7,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
46870,8,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
49410,9,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
51218,10,128,4,15,420353.09,4085515.25,36.91228554,-75.89411359
16,1,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
11077,2,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
20224,3,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
27828,4,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
34209,5,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
39389,6,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
43580,7,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
46871,8,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
49411,9,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
51219,10,129,4,16,420602.75,4086030.5,36.91695079,-75.89136527
17,1,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
11078,2,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
20225,3,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
27829,4,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
34210,5,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
39390,6,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
43581,7,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
46872,8,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
49412,9,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
51220,10,130,4,17,420844.56,4086540.25,36.92156574,-75.88870417
18,1,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
11079,2,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
20226,3,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
27830,4,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
34211,5,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
39391,6,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
43582,7,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
46873,8,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
49413,9,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
51221,10,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
52563,11,131,4,18,421077.56,4087042.5,36.92611229,-75.88614088
19,1,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
11080,2,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
20227,3,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
27831,4,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
34212,5,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
39392,6,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
43583,7,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
46874,8,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
49414,9,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
51222,10,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
52564,11,132,4,19,421301.09,4087539.75,36.93061294,-75.88368309
20,1,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
11081,2,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
20228,3,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
27832,4,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
34213,5,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
39393,6,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
43584,7,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
46875,8,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
49415,9,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
51223,10,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
52565,11,133,4,20,421515.59,4088042.5,36.93516235,-75.88132698
21,1,134,4,21,421722.38,4088552.75,36.93977867,-75.87905795
11082,2,134,4,21,421722.38,4088552.75,36.93977867,-75.87905795
20229,3,134,4,21,421722.38,4088552.75,36.93977867,-75.87905795
27833,4,134,4,21,421722.38,4088552.75,36.93977867,-75.87905795
34214,5,134,4,21,421722.38,4088552.75,36.93977867,-75.87905795
39394,6,134,4,21,421722.38,4088552.75,36.93977867,-75.87905795
43585,7,134,4,21,421722.38,4088552.75,36.93977867,-75.87905795
22,1,135,4,22,421925.62,4089082.5,36.94457042,-75.87683052
11083,2,135,4,22,421925.62,4089082.5,36.94457042,-75.87683052
20230,3,135,4,22,421925.62,4089082.5,36.94457042,-75.87683052
27834,4,135,4,22,421925.62,4089082.5,36.94457042,-75.87683052
34215,5,135,4,22,421925.62,4089082.5,36.94457042,-75.87683052
39395,6,135,4,22,421925.62,4089082.5,36.94457042,-75.87683052
43586,7,135,4,22,421925.62,4089082.5,36.94457042,-75.87683052
23,1,136,4,23,422132.53,4089645,36.94965763,-75.87456498
11084,2,136,4,23,422132.53,4089645,36.94965763,-75.87456498
20231,3,136,4,23,422132.53,4089645,36.94965763,-75.87456498
27835,4,136,4,23,422132.53,4089645,36.94965763,-75.87456498
34216,5,136,4,23,422132.53,4089645,36.94965763,-75.87456498
24,1,137,4,24,422350.09,4090247.25,36.95510395,-75.87218362
11085,2,137,4,24,422350.09,4090247.25,36.95510395,-75.87218362
20232,3,137,4,24,422350.09,4090247.25,36.95510395,-75.87218362
27836,4,137,4,24,422350.09,4090247.25,36.95510395,-75.87218362
34217,5,137,4,24,422350.09,4090247.25,36.95510395,-75.87218362
25,1,138,4,25,422584.28,4090907.5,36.96107437,-75.86962108
11086,2,138,4,25,422584.28,4090907.5,36.96107437,-75.86962108
20233,3,138,4,25,422584.28,4090907.5,36.96107437,-75.86962108
27837,4,138,4,25,422584.28,4090907.5,36.96107437,-75.86962108
34218,5,138,4,25,422584.28,4090907.5,36.96107437,-75.86962108
26,1,139,4,26,422841,4091632.75,36.96763246,-75.86681173
11087,2,139,4,26,422841,4091632.75,36.96763246,-75.86681173
20234,3,139,4,26,422841,4091632.75,36.96763246,-75.86681173
27838,4,139,4,26,422841,4091632.75,36.96763246,-75.86681173
34219,5,139,4,26,422841,4091632.75,36.96763246,-75.86681173
27,1,140,4,27,423124.84,4092427.5,36.97481913,-75.86370431
11088,2,140,4,27,423124.84,4092427.5,36.97481913,-75.86370431
20235,3,140,4,27,423124.84,4092427.5,36.97481913,-75.86370431
27839,4,140,4,27,423124.84,4092427.5,36.97481913,-75.86370431
34220,5,140,4,27,423124.84,4092427.5,36.97481913,-75.86370431
28,1,141,4,28,423438.31,4093302.75,36.98273371,-75.8602716
11089,2,141,4,28,423438.31,4093302.75,36.98273371,-75.8602716
20236,3,141,4,28,423438.31,4093302.75,36.98273371,-75.8602716
27840,4,141,4,28,423438.31,4093302.75,36.98273371,-75.8602716
34221,5,141,4,28,423438.31,4093302.75,36.98273371,-75.8602716
29,1,142,4,29,423783,4094255,36.99134476,-75.85649517
11090,2,142,4,29,423783,4094255,36.99134476,-75.85649517
20237,3,142,4,29,423783,4094255,36.99134476,-75.85649517
27841,4,142,4,29,423783,4094255,36.99134476,-75.85649517
34222,5,142,4,29,423783,4094255,36.99134476,-75.85649517
39396,6,142,4,29,423783,4094255,36.99134476,-75.85649517
30,1,143,4,30,424158.47,4095290.25,37.00070629,-75.85238037
11091,2,143,4,30,424158.47,4095290.25,37.00070629,-75.85238037
20238,3,143,4,30,424158.47,4095290.25,37.00070629,-75.85238037
27842,4,143,4,30,424158.47,4095290.25,37.00070629,-75.85238037
34223,5,143,4,30,424158.47,4095290.25,37.00070629,-75.85238037
39397,6,143,4,30,424158.47,4095290.25,37.00070629,-75.85238037
31,1,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
11092,2,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
20239,3,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
27843,4,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
34224,5,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
39398,6,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
43587,7,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
46876,8,144,4,31,424564.59,4096407.25,37.01080698,-75.84792828
32,1,145,4,32,424999.38,4097599.75,37.02159031,-75.84316028
11093,2,145,4,32,424999.38,4097599.75,37.02159031,-75.84316028
20240,3,145,4,32,424999.38,4097599.75,37.02159031,-75.84316028
27844,4,145,4,32,424999.38,4097599.75,37.02159031,-75.84316028
34225,5,145,4,32,424999.38,4097599.75,37.02159031,-75.84316028
39399,6,145,4,32,424999.38,4097599.75,37.02159031,-75.84316028
33,1,146,4,33,425459.38,4098862.5,37.03300863,-75.83811449
11094,2,146,4,33,425459.38,4098862.5,37.03300863,-75.83811449
20241,3,146,4,33,425459.38,4098862.5,37.03300863,-75.83811449
27845,4,146,4,33,425459.38,4098862.5,37.03300863,-75.83811449
34226,5,146,4,33,425459.38,4098862.5,37.03300863,-75.83811449
39400,6,146,4,33,425459.38,4098862.5,37.03300863,-75.83811449
34,1,147,4,34,425940.84,4100182.5,37.04494445,-75.83283155
11095,2,147,4,34,425940.84,4100182.5,37.04494445,-75.83283155
20242,3,147,4,34,425940.84,4100182.5,37.04494445,-75.83283155
27846,4,147,4,34,425940.84,4100182.5,37.04494445,-75.83283155
34227,5,147,4,34,425940.84,4100182.5,37.04494445,-75.83283155
39401,6,147,4,34,425940.84,4100182.5,37.04494445,-75.83283155
35,1,148,4,35,426438.47,4101540.25,37.05722156,-75.82736883
11096,2,148,4,35,426438.47,4101540.25,37.05722156,-75.82736883
20243,3,148,4,35,426438.47,4101540.25,37.05722156,-75.82736883
27847,4,148,4,35,426438.47,4101540.25,37.05722156,-75.82736883
36,1,149,4,36,426942.69,4103195.25,37.07217815,-75.82185918
11097,2,149,4,36,426942.69,4103195.25,37.07217815,-75.82185918
20244,3,149,4,36,426942.69,4103195.25,37.07217815,-75.82185918
27848,4,149,4,36,426942.69,4103195.25,37.07217815,-75.82185918
37,1,150,4,37,427384.72,4105335.25,37.09150115,-75.81709402
11098,2,150,4,37,427384.72,4105335.25,37.09150115,-75.81709402
38,1,151,4,38,427709.81,4107673,37.11259728,-75.81366166
11099,2,151,4,38,427709.81,4107673,37.11259728,-75.81366166
39,1,152,4,39,427599.75,4110335,37.13658225,-75.8151576
40,1,153,4,40,426946.25,4113211.75,37.16246035,-75.82279558
41,1,108,5,41,384010.38,4070877.75,36.77659689,-76.29978
11100,2,108,5,41,384010.38,4070877.75,36.77659689,-76.29978
42,1,117,5,42,414081.97,4077902.75,36.84312085,-75.96364176
11101,2,117,5,42,414081.97,4077902.75,36.84312085,-75.96364176
20245,3,117,5,42,414081.97,4077902.75,36.84312085,-75.96364176
27849,4,117,5,42,414081.97,4077902.75,36.84312085,-75.96364176
43,1,118,5,43,414920.16,4079028.25,36.85334127,-75.95436805
11102,2,118,5,43,414920.16,4079028.25,36.85334127,-75.95436805
20246,3,118,5,43,414920.16,4079028.25,36.85334127,-75.95436805
27850,4,118,5,43,414920.16,4079028.25,36.85334127,-75.95436805
44,1,119,5,44,415516.47,4080033.5,36.86245551,-75.94779176
11103,2,119,5,44,415516.47,4080033.5,36.86245551,-75.94779176
20247,3,119,5,44,415516.47,4080033.5,36.86245551,-75.94779176
27851,4,119,5,44,415516.47,4080033.5,36.86245551,-75.94779176
45,1,120,5,45,416046.16,4080980.5,36.87103845,-75.94195487
11104,2,120,5,45,416046.16,4080980.5,36.87103845,-75.94195487
20248,3,120,5,45,416046.16,4080980.5,36.87103845,-75.94195487
27852,4,120,5,45,416046.16,4080980.5,36.87103845,-75.94195487
46,1,121,5,46,416493.59,4081778.25,36.87826858,-75.93702319
11105,2,121,5,46,416493.59,4081778.25,36.87826858,-75.93702319
20249,3,121,5,46,416493.59,4081778.25,36.87826858,-75.93702319
27853,4,121,5,46,416493.59,4081778.25,36.87826858,-75.93702319
47,1,122,5,47,416893.91,4082483.75,36.88466287,-75.93260908
11106,2,122,5,47,416893.91,4082483.75,36.88466287,-75.93260908
20250,3,122,5,47,416893.91,4082483.75,36.88466287,-75.93260908
27854,4,122,5,47,416893.91,4082483.75,36.88466287,-75.93260908
48,1,123,5,48,417266.44,4083135.75,36.89057235,-75.92850025
11107,2,123,5,48,417266.44,4083135.75,36.89057235,-75.92850025
20251,3,123,5,48,417266.44,4083135.75,36.89057235,-75.92850025
27855,4,123,5,48,417266.44,4083135.75,36.89057235,-75.92850025
49,1,124,5,49,417609.12,4083728,36.89594053,-75.92471929
11108,2,124,5,49,417609.12,4083728,36.89594053,-75.92471929
20252,3,124,5,49,417609.12,4083728,36.89594053,-75.92471929
27856,4,124,5,49,417609.12,4083728,36.89594053,-75.92471929
50,1,125,5,50,417939,4084292.5,36.90105736,-75.92107844
11109,2,125,5,50,417939,4084292.5,36.90105736,-75.92107844
20253,3,125,5,50,417939,4084292.5,36.90105736,-75.92107844
27857,4,125,5,50,417939,4084292.5,36.90105736,-75.92107844
34228,5,125,5,50,417939,4084292.5,36.90105736,-75.92107844
39402,6,125,5,50,417939,4084292.5,36.90105736,-75.92107844
43588,7,125,5,50,417939,4084292.5,36.90105736,-75.92107844
51,1,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
11110,2,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
20254,3,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
27858,4,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
34229,5,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
39403,6,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
43589,7,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
46877,8,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
49416,9,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
51224,10,126,5,51,418257.91,4084832.25,36.90595005,-75.91755757
52,1,127,5,52,418567.62,4085353,36.91067058,-75.91413748
11111,2,127,5,52,418567.62,4085353,36.91067058,-75.91413748
20255,3,127,5,52,418567.62,4085353,36.91067058,-75.91413748
27859,4,127,5,52,418567.62,4085353,36.91067058,-75.91413748
34230,5,127,5,52,418567.62,4085353,36.91067058,-75.91413748
39404,6,127,5,52,418567.62,4085353,36.91067058,-75.91413748
43590,7,127,5,52,418567.62,4085353,36.91067058,-75.91413748
46878,8,127,5,52,418567.62,4085353,36.91067058,-75.91413748
49417,9,127,5,52,418567.62,4085353,36.91067058,-75.91413748
51225,10,127,5,52,418567.62,4085353,36.91067058,-75.91413748
53,1,128,5,53,418868.31,4085858,36.91524828,-75.91081652
11112,2,128,5,53,418868.31,4085858,36.91524828,-75.91081652
20256,3,128,5,53,418868.31,4085858,36.91524828,-75.91081652
27860,4,128,5,53,418868.31,4085858,36.91524828,-75.91081652
34231,5,128,5,53,418868.31,4085858,36.91524828,-75.91081652
39405,6,128,5,53,418868.31,4085858,36.91524828,-75.91081652
43591,7,128,5,53,418868.31,4085858,36.91524828,-75.91081652
46879,8,128,5,53,418868.31,4085858,36.91524828,-75.91081652
49418,9,128,5,53,418868.31,4085858,36.91524828,-75.91081652
51226,10,128,5,53,418868.31,4085858,36.91524828,-75.91081652
54,1,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
11113,2,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
20257,3,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
27861,4,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
34232,5,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
39406,6,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
43592,7,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
46880,8,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
49419,9,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
51227,10,129,5,54,419160.31,4086347.75,36.91968769,-75.9075911
55,1,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
11114,2,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
20258,3,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
27862,4,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
34233,5,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
39407,6,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
43593,7,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
46881,8,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
49420,9,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
51228,10,130,5,55,419442.44,4086832.75,36.92408336,-75.90447561
56,1,131,5,56,419712.69,4087313,36.92843512,-75.90149264
11115,2,131,5,56,419712.69,4087313,36.92843512,-75.90149264
20259,3,131,5,56,419712.69,4087313,36.92843512,-75.90149264
27863,4,131,5,56,419712.69,4087313,36.92843512,-75.90149264
34234,5,131,5,56,419712.69,4087313,36.92843512,-75.90149264
39408,6,131,5,56,419712.69,4087313,36.92843512,-75.90149264
43594,7,131,5,56,419712.69,4087313,36.92843512,-75.90149264
46882,8,131,5,56,419712.69,4087313,36.92843512,-75.90149264
49421,9,131,5,56,419712.69,4087313,36.92843512,-75.90149264
51229,10,131,5,56,419712.69,4087313,36.92843512,-75.90149264
52566,11,131,5,56,419712.69,4087313,36.92843512,-75.90149264
57,1,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
11116,2,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
20260,3,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
27864,4,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
34235,5,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
39409,6,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
43595,7,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
46883,8,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
49422,9,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
51230,10,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
52567,11,132,5,57,419969.41,4087789.75,36.93275411,-75.89866087
58,1,133,5,58,420211.62,4088275,36.93714842,-75.8959926
11117,2,133,5,58,420211.62,4088275,36.93714842,-75.8959926
20261,3,133,5,58,420211.62,4088275,36.93714842,-75.8959926
27865,4,133,5,58,420211.62,4088275,36.93714842,-75.8959926
34236,5,133,5,58,420211.62,4088275,36.93714842,-75.8959926
39410,6,133,5,58,420211.62,4088275,36.93714842,-75.8959926
43596,7,133,5,58,420211.62,4088275,36.93714842,-75.8959926
46884,8,133,5,58,420211.62,4088275,36.93714842,-75.8959926
49423,9,133,5,58,420211.62,4088275,36.93714842,-75.8959926
51231,10,133,5,58,420211.62,4088275,36.93714842,-75.8959926
52568,11,133,5,58,420211.62,4088275,36.93714842,-75.8959926
59,1,134,5,59,420441.16,4088770.25,36.94163173,-75.89346736
11118,2,134,5,59,420441.16,4088770.25,36.94163173,-75.89346736
20262,3,134,5,59,420441.16,4088770.25,36.94163173,-75.89346736
27866,4,134,5,59,420441.16,4088770.25,36.94163173,-75.89346736
34237,5,134,5,59,420441.16,4088770.25,36.94163173,-75.89346736
39411,6,134,5,59,420441.16,4088770.25,36.94163173,-75.89346736
43597,7,134,5,59,420441.16,4088770.25,36.94163173,-75.89346736
60,1,135,5,60,420661.41,4089290.5,36.94633955,-75.89104878
11119,2,135,5,60,420661.41,4089290.5,36.94633955,-75.89104878
20263,3,135,5,60,420661.41,4089290.5,36.94633955,-75.89104878
27867,4,135,5,60,420661.41,4089290.5,36.94633955,-75.89104878
34238,5,135,5,60,420661.41,4089290.5,36.94633955,-75.89104878
39412,6,135,5,60,420661.41,4089290.5,36.94633955,-75.89104878
43598,7,135,5,60,420661.41,4089290.5,36.94633955,-75.89104878
61,1,136,5,61,420879.31,4089845,36.95135582,-75.88865988
11120,2,136,5,61,420879.31,4089845,36.95135582,-75.88865988
20264,3,136,5,61,420879.31,4089845,36.95135582,-75.88865988
27868,4,136,5,61,420879.31,4089845,36.95135582,-75.88865988
34239,5,136,5,61,420879.31,4089845,36.95135582,-75.88865988
62,1,137,5,62,421103.16,4090440,36.95673759,-75.88620807
11121,2,137,5,62,421103.16,4090440,36.95673759,-75.88620807
20265,3,137,5,62,421103.16,4090440,36.95673759,-75.88620807
27869,4,137,5,62,421103.16,4090440,36.95673759,-75.88620807
34240,5,137,5,62,421103.16,4090440,36.95673759,-75.88620807
63,1,138,5,63,421340.62,4091092.5,36.96263872,-75.88360905
11122,2,138,5,63,421340.62,4091092.5,36.96263872,-75.88360905
20266,3,138,5,63,421340.62,4091092.5,36.96263872,-75.88360905
27870,4,138,5,63,421340.62,4091092.5,36.96263872,-75.88360905
34241,5,138,5,63,421340.62,4091092.5,36.96263872,-75.88360905
64,1,139,5,64,421599.12,4091807.25,36.96910263,-75.88077976
11123,2,139,5,64,421599.12,4091807.25,36.96910263,-75.88077976
20267,3,139,5,64,421599.12,4091807.25,36.96910263,-75.88077976
27871,4,139,5,64,421599.12,4091807.25,36.96910263,-75.88077976
34242,5,139,5,64,421599.12,4091807.25,36.96910263,-75.88077976
65,1,140,5,65,421883.88,4092592.25,36.97620185,-75.87766227
11124,2,140,5,65,421883.88,4092592.25,36.97620185,-75.87766227
20268,3,140,5,65,421883.88,4092592.25,36.97620185,-75.87766227
27872,4,140,5,65,421883.88,4092592.25,36.97620185,-75.87766227
34243,5,140,5,65,421883.88,4092592.25,36.97620185,-75.87766227
66,1,141,5,66,422198.31,4093457.5,36.98402676,-75.87421913
11125,2,141,5,66,422198.31,4093457.5,36.98402676,-75.87421913
20269,3,141,5,66,422198.31,4093457.5,36.98402676,-75.87421913
27873,4,141,5,66,422198.31,4093457.5,36.98402676,-75.87421913
34244,5,141,5,66,422198.31,4093457.5,36.98402676,-75.87421913
67,1,142,5,67,422544.53,4094397.75,36.9925302,-75.8704258
11126,2,142,5,67,422544.53,4094397.75,36.9925302,-75.8704258
20270,3,142,5,67,422544.53,4094397.75,36.9925302,-75.8704258
27874,4,142,5,67,422544.53,4094397.75,36.9925302,-75.8704258
34245,5,142,5,67,422544.53,4094397.75,36.9925302,-75.8704258
39413,6,142,5,67,422544.53,4094397.75,36.9925302,-75.8704258
68,1,143,5,68,422922.69,4095417.5,37.0017527,-75.86628084
11127,2,143,5,68,422922.69,4095417.5,37.0017527,-75.86628084
20271,3,143,5,68,422922.69,4095417.5,37.0017527,-75.86628084
27875,4,143,5,68,422922.69,4095417.5,37.0017527,-75.86628084
34246,5,143,5,68,422922.69,4095417.5,37.0017527,-75.86628084
39414,6,143,5,68,422922.69,4095417.5,37.0017527,-75.86628084
69,1,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
11128,2,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
20272,3,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
27876,4,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
34247,5,144,5,69,423331.97,4096522.5,37.01174598,-75.8617938
