nwcbox_value,Layer#,I,J,Cell_ID,X,Y,Latitude,Longitude
25327,3,133,121,7179,394936.44,4217021,38.09488841,-76.19818458
32217,4,133,121,7179,394936.44,4217021,38.09488841,-76.19818458
37791,5,133,121,7179,394936.44,4217021,38.09488841,-76.19818458
7180,1,134,121,7180,395655.44,4216793.5,38.09292177,-76.18995323
17095,2,134,121,7180,395655.44,4216793.5,38.09292177,-76.18995323
25328,3,134,121,7180,395655.44,4216793.5,38.09292177,-76.18995323
32218,4,134,121,7180,395655.44,4216793.5,38.09292177,-76.18995323
37792,5,134,121,7180,395655.44,4216793.5,38.09292177,-76.18995323
7181,1,135,121,7181,396426.38,4216638.5,38.09161378,-76.18114062
17096,2,135,121,7181,396426.38,4216638.5,38.09161378,-76.18114062
25329,3,135,121,7181,396426.38,4216638.5,38.09161378,-76.18114062
32219,4,135,121,7181,396426.38,4216638.5,38.09161378,-76.18114062
7182,1,136,121,7182,397249.09,4216558.5,38.09098683,-76.17174885
17097,2,136,121,7182,397249.09,4216558.5,38.09098683,-76.17174885
25330,3,136,121,7182,397249.09,4216558.5,38.09098683,-76.17174885
32220,4,136,121,7182,397249.09,4216558.5,38.09098683,-76.17174885
37793,5,136,121,7182,397249.09,4216558.5,38.09098683,-76.17174885
7183,1,137,121,7183,398119.16,4216556,38.09106281,-76.16182829
17098,2,137,121,7183,398119.16,4216556,38.09106281,-76.16182829
25331,3,137,121,7183,398119.16,4216556,38.09106281,-76.16182829
32221,4,137,121,7183,398119.16,4216556,38.09106281,-76.16182829
37794,5,137,121,7183,398119.16,4216556,38.09106281,-76.16182829
7184,1,138,121,7184,399029.91,4216614,38.09168766,-76.15145243
17099,2,138,121,7184,399029.91,4216614,38.09168766,-76.15145243
25332,3,138,121,7184,399029.91,4216614,38.09168766,-76.15145243
32222,4,138,121,7184,399029.91,4216614,38.09168766,-76.15145243
7185,1,139,121,7185,399976.12,4216723,38.09277509,-76.14067919
17100,2,139,121,7185,399976.12,4216723,38.09277509,-76.14067919
25333,3,139,121,7185,399976.12,4216723,38.09277509,-76.14067919
32223,4,139,121,7185,399976.12,4216723,38.09277509,-76.14067919
7186,1,140,121,7186,400954.41,4216881,38.09430658,-76.12954663
17101,2,140,121,7186,400954.41,4216881,38.09430658,-76.12954663
25334,3,140,121,7186,400954.41,4216881,38.09430658,-76.12954663
7187,1,141,121,7187,401963.03,4217081.5,38.09622329,-76.11807357
17102,2,141,121,7187,401963.03,4217081.5,38.09622329,-76.11807357
25335,3,141,121,7187,401963.03,4217081.5,38.09622329,-76.11807357
7188,1,142,121,7188,403002,4217328.5,38.09856116,-76.10626013
17103,2,142,121,7188,403002,4217328.5,38.09856116,-76.10626013
7189,1,143,121,7189,404070.53,4217616.5,38.10127045,-76.09411433
7190,1,144,121,7190,405168.28,4217943.5,38.104333,-76.08163956
7191,1,145,121,7191,406294.03,4218313.5,38.10778462,-76.06885004
7192,1,146,121,7192,407445.81,4218721,38.11157545,-76.05576728
7193,1,150,121,7193,412304.47,4220575.5,38.12877189,-76.00058051
17104,2,150,121,7193,412304.47,4220575.5,38.12877189,-76.00058051
7194,1,151,121,7194,413376.97,4221018.5,38.13286751,-75.98839912
17105,2,151,121,7194,413376.97,4221018.5,38.13286751,-75.98839912
25336,3,151,121,7194,413376.97,4221018.5,38.13286751,-75.98839912
32224,4,151,121,7194,413376.97,4221018.5,38.13286751,-75.98839912
37795,5,151,121,7194,413376.97,4221018.5,38.13286751,-75.98839912
7195,1,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
17106,2,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
25337,3,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
32225,4,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
37796,5,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
42231,6,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
45725,7,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
48502,8,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
50543,9,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
52082,10,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
53243,11,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
54201,12,152,121,7195,414248.44,4221433.5,38.13669047,-75.97850663
7196,1,153,121,7196,415125.69,4221883.5,38.14082855,-75.9685513
17107,2,153,121,7196,415125.69,4221883.5,38.14082855,-75.9685513
25338,3,153,121,7196,415125.69,4221883.5,38.14082855,-75.9685513
32226,4,153,121,7196,415125.69,4221883.5,38.14082855,-75.9685513
7197,1,154,121,7197,416009.91,4222386,38.14543955,-75.9585215
7198,1,104,122,7198,373075.47,4228708.5,38.19738419,-76.44951079
17108,2,104,122,7198,373075.47,4228708.5,38.19738419,-76.44951079
7199,1,115,122,7199,383858.31,4223311,38.1502072,-76.32551852
7200,1,116,122,7200,384550.03,4223256,38.14980045,-76.31761698
17109,2,116,122,7200,384550.03,4223256,38.14980045,-76.31761698
25339,3,116,122,7200,384550.03,4223256,38.14980045,-76.31761698
7201,1,117,122,7201,385213.84,4223146,38.14889405,-76.31002509
17110,2,117,122,7201,385213.84,4223146,38.14889405,-76.31002509
25340,3,117,122,7201,385213.84,4223146,38.14889405,-76.31002509
32227,4,117,122,7201,385213.84,4223146,38.14889405,-76.31002509
7202,1,118,122,7202,385854.59,4222990.5,38.14757427,-76.3026892
17111,2,118,122,7202,385854.59,4222990.5,38.14757427,-76.3026892
25341,3,118,122,7202,385854.59,4222990.5,38.14757427,-76.3026892
32228,4,118,122,7202,385854.59,4222990.5,38.14757427,-76.3026892
37797,5,118,122,7202,385854.59,4222990.5,38.14757427,-76.3026892
7203,1,119,122,7203,386477.31,4222796,38.14590035,-76.29555307
17112,2,119,122,7203,386477.31,4222796,38.14590035,-76.29555307
25342,3,119,122,7203,386477.31,4222796,38.14590035,-76.29555307
32229,4,119,122,7203,386477.31,4222796,38.14590035,-76.29555307
37798,5,119,122,7203,386477.31,4222796,38.14590035,-76.29555307
42232,6,119,122,7203,386477.31,4222796,38.14590035,-76.29555307
45726,7,119,122,7203,386477.31,4222796,38.14590035,-76.29555307
7204,1,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
17113,2,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
25343,3,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
32230,4,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
37799,5,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
42233,6,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
45727,7,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
48503,8,120,122,7204,387086.03,4222568.5,38.1439269,-76.28857174
7205,1,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
17114,2,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
25344,3,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
32231,4,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
37800,5,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
42234,6,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
45728,7,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
48504,8,121,122,7205,387684,4222313.5,38.1417039,-76.2817091
7206,1,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
17115,2,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
25345,3,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
32232,4,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
37801,5,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
42235,6,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
45729,7,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
48505,8,122,122,7206,388273.81,4222033.5,38.13925422,-76.27493604
7207,1,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
17116,2,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
25346,3,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
32233,4,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
37802,5,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
42236,6,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
45730,7,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
48506,8,123,122,7207,388857.25,4221733.5,38.13662314,-76.26823297
7208,1,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
17117,2,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
25347,3,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
32234,4,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
37803,5,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
42237,6,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
45731,7,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
48507,8,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
50544,9,124,122,7208,389436.75,4221415.5,38.133829,-76.26157253
7209,1,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
17118,2,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
25348,3,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
32235,4,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
37804,5,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
42238,6,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
45732,7,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
48508,8,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
50545,9,125,122,7209,390014.03,4221086,38.13093058,-76.25493614
7210,1,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
17119,2,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
25349,3,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
32236,4,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
37805,5,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
42239,6,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
45733,7,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
48509,8,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
50546,9,126,122,7210,390590.44,4220741,38.12789201,-76.24830782
7211,1,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
17120,2,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
25350,3,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
32237,4,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
37806,5,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
42240,6,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
45734,7,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
48510,8,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
50547,9,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
52083,10,127,122,7211,391167.59,4220386,38.12476303,-76.24167007
7212,1,128,122,7212,391747.88,4220026,38.121589,-76.23499631
17121,2,128,122,7212,391747.88,4220026,38.121589,-76.23499631
25351,3,128,122,7212,391747.88,4220026,38.121589,-76.23499631
32238,4,128,122,7212,391747.88,4220026,38.121589,-76.23499631
37807,5,128,122,7212,391747.88,4220026,38.121589,-76.23499631
42241,6,128,122,7212,391747.88,4220026,38.121589,-76.23499631
45735,7,128,122,7212,391747.88,4220026,38.121589,-76.23499631
48511,8,128,122,7212,391747.88,4220026,38.121589,-76.23499631
50548,9,128,122,7212,391747.88,4220026,38.121589,-76.23499631
52084,10,128,122,7212,391747.88,4220026,38.121589,-76.23499631
53244,11,128,122,7212,391747.88,4220026,38.121589,-76.23499631
7213,1,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
17122,2,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
25352,3,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
32239,4,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
37808,5,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
42242,6,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
45736,7,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
48512,8,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
50549,9,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
52085,10,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
53245,11,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
54202,12,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
54832,13,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
55341,14,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
55736,15,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
56099,16,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
56439,17,129,122,7213,392334.19,4219663.5,38.11839276,-76.22825407
7214,1,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
17123,2,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
25353,3,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
32240,4,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
37809,5,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
42243,6,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
45737,7,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
48513,8,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
50550,9,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
52086,10,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
53246,11,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
54203,12,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
54833,13,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
55342,14,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
55737,15,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
56100,16,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
56440,17,130,122,7214,392931.47,4219306,38.11524248,-76.22138806
7215,1,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
17124,2,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
25354,3,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
32241,4,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
37810,5,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
42244,6,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
45738,7,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
48514,8,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
50551,9,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
52087,10,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
53247,11,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
54204,12,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
54834,13,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
55343,14,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
55738,15,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
56101,16,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
56441,17,131,122,7215,393546.47,4218958.5,38.11218398,-76.21432203
7216,1,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
17125,2,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
25355,3,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
32242,4,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
37811,5,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
42245,6,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
45739,7,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
48515,8,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
50552,9,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
52088,10,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
53248,11,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
54205,12,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
54835,13,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
55344,14,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
55739,15,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
56102,16,132,122,7216,394188.44,4218636,38.10935347,-76.20695272
7217,1,133,122,7217,394868.25,4218356,38.10690985,-76.1991587
17126,2,133,122,7217,394868.25,4218356,38.10690985,-76.1991587
25356,3,133,122,7217,394868.25,4218356,38.10690985,-76.1991587
32243,4,133,122,7217,394868.25,4218356,38.10690985,-76.1991587
37812,5,133,122,7217,394868.25,4218356,38.10690985,-76.1991587
42246,6,133,122,7217,394868.25,4218356,38.10690985,-76.1991587
7218,1,134,122,7218,395594.47,4218133.5,38.10498919,-76.19084436
17127,2,134,122,7218,395594.47,4218133.5,38.10498919,-76.19084436
25357,3,134,122,7218,395594.47,4218133.5,38.10498919,-76.19084436
32244,4,134,122,7218,395594.47,4218133.5,38.10498919,-76.19084436
37813,5,134,122,7218,395594.47,4218133.5,38.10498919,-76.19084436
7219,1,135,122,7219,396372.41,4217978.5,38.1036821,-76.18195046
17128,2,135,122,7219,396372.41,4217978.5,38.1036821,-76.18195046
25358,3,135,122,7219,396372.41,4217978.5,38.1036821,-76.18195046
32245,4,135,122,7219,396372.41,4217978.5,38.1036821,-76.18195046
37814,5,135,122,7219,396372.41,4217978.5,38.1036821,-76.18195046
7220,1,136,122,7220,397201.88,4217899,38.10306052,-76.17248011
17129,2,136,122,7220,397201.88,4217899,38.10306052,-76.17248011
25359,3,136,122,7220,397201.88,4217899,38.10306052,-76.17248011
32246,4,136,122,7220,397201.88,4217899,38.10306052,-76.17248011
37815,5,136,122,7220,397201.88,4217899,38.10306052,-76.17248011
7221,1,137,122,7221,398078.41,4217891,38.10308776,-76.16248348
17130,2,137,122,7221,398078.41,4217891,38.10308776,-76.16248348
25360,3,137,122,7221,398078.41,4217891,38.10308776,-76.16248348
32247,4,137,122,7221,398078.41,4217891,38.10308776,-76.16248348
37816,5,137,122,7221,398078.41,4217891,38.10308776,-76.16248348
7222,1,138,122,7222,398995.38,4217943.5,38.10366383,-76.15203421
17131,2,138,122,7222,398995.38,4217943.5,38.10366383,-76.15203421
25361,3,138,122,7222,398995.38,4217943.5,38.10366383,-76.15203421
32248,4,138,122,7222,398995.38,4217943.5,38.10366383,-76.15203421
37817,5,138,122,7222,398995.38,4217943.5,38.10366383,-76.15203421
7223,1,139,122,7223,399947.62,4218051,38.10473848,-76.14119026
17132,2,139,122,7223,399947.62,4218051,38.10473848,-76.14119026
25362,3,139,122,7223,399947.62,4218051,38.10473848,-76.14119026
32249,4,139,122,7223,399947.62,4218051,38.10473848,-76.14119026
7224,1,140,122,7224,400931.91,4218204,38.10622566,-76.12998678
17133,2,140,122,7224,400931.91,4218204,38.10622566,-76.12998678
25363,3,140,122,7224,400931.91,4218204,38.10622566,-76.12998678
32250,4,140,122,7224,400931.91,4218204,38.10622566,-76.12998678
7225,1,141,122,7225,401946.38,4218396.5,38.10807098,-76.11844406
17134,2,141,122,7225,401946.38,4218396.5,38.10807098,-76.11844406
25364,3,141,122,7225,401946.38,4218396.5,38.10807098,-76.11844406
7226,1,142,122,7226,402990.81,4218636,38.11034191,-76.10656544
17135,2,142,122,7226,402990.81,4218636,38.11034191,-76.10656544
7227,1,143,122,7227,404064.75,4218919,38.11300678,-76.09435534
7228,1,144,122,7228,405167.38,4219238.5,38.1160023,-76.08182194
7229,1,145,122,7229,406297.12,4219598.5,38.11936427,-76.06898358
7230,1,146,122,7230,407453.03,4219996,38.12306545,-76.05585036
7231,1,147,122,7231,408634.03,4220423.5,38.12703806,-76.04243342
7232,1,148,122,7232,409839.97,4220871,38.13119187,-76.02873299
7233,1,149,122,7233,411075.19,4221331,38.13545963,-76.01469848
7234,1,150,122,7234,412349.16,4221801,38.13981961,-76.00022141
17136,2,150,122,7234,412349.16,4221801,38.13981961,-76.00022141
7235,1,151,122,7235,413426.41,4222243,38.14390664,-75.98798385
17137,2,151,122,7235,413426.41,4222243,38.14390664,-75.98798385
25365,3,151,122,7235,413426.41,4222243,38.14390664,-75.98798385
32251,4,151,122,7235,413426.41,4222243,38.14390664,-75.98798385
37818,5,151,122,7235,413426.41,4222243,38.14390664,-75.98798385
7236,1,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
17138,2,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
25366,3,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
32252,4,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
37819,5,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
42247,6,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
45740,7,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
48516,8,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
50553,9,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
52089,10,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
53249,11,152,122,7236,414289.69,4222666,38.1478009,-75.97818428
7237,1,153,122,7237,415162.97,4223120.5,38.15197914,-75.96827328
17139,2,153,122,7237,415162.97,4223120.5,38.15197914,-75.96827328
25367,3,153,122,7237,415162.97,4223120.5,38.15197914,-75.96827328
32253,4,153,122,7237,415162.97,4223120.5,38.15197914,-75.96827328
7238,1,154,122,7238,416045.19,4223626,38.15661697,-75.95826512
7239,1,104,123,7239,371875.44,4229863.5,38.20762035,-76.46341967
7240,1,114,123,7240,382716.84,4224443.5,38.16026351,-76.33872935
7241,1,115,123,7241,383460.09,4224461,38.16051758,-76.3302505
17140,2,115,123,7241,383460.09,4224461,38.16051758,-76.3302505
7242,1,116,123,7242,384171.38,4224416.5,38.1602083,-76.3221262
17141,2,116,123,7242,384171.38,4224416.5,38.1602083,-76.3221262
25368,3,116,123,7242,384171.38,4224416.5,38.1602083,-76.3221262
7243,1,117,123,7243,384854.56,4224316,38.15939029,-76.31431368
17142,2,117,123,7243,384854.56,4224316,38.15939029,-76.31431368
25369,3,117,123,7243,384854.56,4224316,38.15939029,-76.31431368
32254,4,117,123,7243,384854.56,4224316,38.15939029,-76.31431368
37820,5,117,123,7243,384854.56,4224316,38.15939029,-76.31431368
7244,1,118,123,7244,385515.47,4224171,38.15816797,-76.3067483
17143,2,118,123,7244,385515.47,4224171,38.15816797,-76.3067483
25370,3,118,123,7244,385515.47,4224171,38.15816797,-76.3067483
32255,4,118,123,7244,385515.47,4224171,38.15816797,-76.3067483
37821,5,118,123,7244,385515.47,4224171,38.15816797,-76.3067483
42248,6,118,123,7244,385515.47,4224171,38.15816797,-76.3067483
7245,1,119,123,7245,386158.44,4223989,38.1566095,-76.29938196
17144,2,119,123,7245,386158.44,4223989,38.1566095,-76.29938196
25371,3,119,123,7245,386158.44,4223989,38.1566095,-76.29938196
32256,4,119,123,7245,386158.44,4223989,38.1566095,-76.29938196
37822,5,119,123,7245,386158.44,4223989,38.1566095,-76.29938196
42249,6,119,123,7245,386158.44,4223989,38.1566095,-76.29938196
45741,7,119,123,7245,386158.44,4223989,38.1566095,-76.29938196
7246,1,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
17145,2,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
25372,3,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
32257,4,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
37823,5,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
42250,6,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
45742,7,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
48517,8,120,123,7246,386786.97,4223771,38.15472439,-76.29217497
7247,1,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
17146,2,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
25373,3,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
32258,4,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
37824,5,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
42251,6,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
45743,7,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
48518,8,121,123,7247,387404.25,4223526,38.15259414,-76.28509245
7248,1,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
17147,2,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
25374,3,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
32259,4,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
37825,5,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
42252,6,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
45744,7,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
48519,8,122,123,7248,388012.47,4223256,38.15023707,-76.27810977
7249,1,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
17148,2,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
25375,3,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
32260,4,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
37826,5,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
42253,6,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
45745,7,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
48520,8,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
50554,9,123,123,7249,388613.75,4222966,38.1476985,-76.27120358
7250,1,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
17149,2,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
25376,3,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
32261,4,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
37827,5,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
42254,6,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
45746,7,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
48521,8,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
50555,9,124,123,7250,389209.72,4222661,38.14502372,-76.26435612
7251,1,125,123,7251,389802.72,4222341,38.142213,-76.25754072
17150,2,125,123,7251,389802.72,4222341,38.142213,-76.25754072
25377,3,125,123,7251,389802.72,4222341,38.142213,-76.25754072
32262,4,125,123,7251,389802.72,4222341,38.142213,-76.25754072
37828,5,125,123,7251,389802.72,4222341,38.142213,-76.25754072
42255,6,125,123,7251,389802.72,4222341,38.142213,-76.25754072
45747,7,125,123,7251,389802.72,4222341,38.142213,-76.25754072
48522,8,125,123,7251,389802.72,4222341,38.142213,-76.25754072
50556,9,125,123,7251,389802.72,4222341,38.142213,-76.25754072
7252,1,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
17151,2,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
25378,3,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
32263,4,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
37829,5,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
42256,6,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
45748,7,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
48523,8,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
50557,9,126,123,7252,390393.91,4222006.5,38.13927101,-76.25074425
7253,1,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
17152,2,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
25379,3,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
32264,4,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
37830,5,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
42257,6,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
45749,7,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
48524,8,127,123,7253,390984.81,4221661,38.13622945,-76.24394995
